,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,,femn,masc,neut,plur,sing,pres,actv,3per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author,1per,2per,futr,past,pssv
sovet. Text/chapter1.xhtml,69.0,382.0,241.0,150.0,50.0,324.0,136.0,238.0,2528.0,1873.0,379.0,802.0,272.0,1.4489316336596083,73.45936451931104,1.2065779649442305,7.576089886887297,1.2065779649442305,44.80324759086425,307.0,62.0,62.0,31.0,48.0,183.0,28.0,,45.0,0.6308900523560209,12.330632693329285,8.71907399377368,0.9225246277026855,0.9149882393978652,0.030005217304174926,33.32753733667711,0.8723123123123104,0.8742857142857143,209.5148215594013,184.3072398190045,0.9052266973609642,172.85273159144893,1072.8918456236581,anton-chekhov,20.0,10.0,9.0,7.0,2.0
sovet. Text/annotation.xhtml,4.0,61.0,55.0,42.0,19.0,36.0,8.0,47.0,476.0,379.0,59.0,159.0,24.0,9.910368852459019,30.355901639344296,12.13172336065574,19.318847915742136,12.13172336065574,84.10245901639344,56.0,6.0,29.0,2.0,4.0,40.0,6.0,2.0,5.0,0.9016393442622951,7.042028396309279,4.979466032338519,0.9748129759360392,0.9559877398345761,0.014107770771561012,70.88292092297378,0.9583333333333334,0.92,173.6466666666667,1.0,0.9327868852459021,305.0,1636.5523487598696,anton-chekhov,,,,3.0,2.0
zhilec. Text/chapter1.xhtml,101.0,1313.0,683.0,554.0,153.0,1108.0,464.0,797.0,8398.0,6468.0,1337.0,2718.0,577.0,4.891500380807312,65.52388042650418,3.444032368621478,10.93163044713975,3.444032368621478,55.1934501142422,1117.0,175.0,283.0,55.0,162.0,582.0,87.0,5.0,56.0,0.5201827875095202,18.849001137169108,13.328256522685221,0.9089737250230493,0.9160810265945435,0.029191323692104868,34.25675418310892,0.8542721518987348,0.8584615384615385,152.61118030215104,164.51702642889217,0.8992093179520937,146.808931310721,1238.2411673948338,anton-chekhov,77.0,63.0,24.0,121.0,3.0
zhilec. Text/annotation.xhtml,4.0,86.0,74.0,49.0,21.0,53.0,14.0,60.0,625.0,500.0,84.0,206.0,26.0,11.431046511627908,34.92453488372095,11.386098837209303,20.307628192856146,11.386098837209303,78.47674418604652,79.0,11.0,32.0,4.0,7.0,48.0,7.0,,7.0,0.8604651162790697,7.979625217054442,5.642447102306373,0.96626167807442,0.9479871299767934,0.017440345792932407,57.33831266150949,0.90972972972973,0.9,172.57333333333332,1.0,0.9141816435175929,182.75,2045.0412198860565,anton-chekhov,,,,2.0,2.0
vesnoi. Text/chapter1.xhtml,57.0,1492.0,864.0,656.0,211.0,1219.0,435.0,995.0,9636.0,7729.0,1483.0,3285.0,420.0,12.308686091905368,40.482197921076136,8.730856638916329,17.060330194717956,8.730856638916329,70.14326701472179,1258.0,211.0,340.0,98.0,205.0,680.0,161.0,4.0,206.0,0.579088471849866,22.368112116991103,15.81664376026539,0.9252450024311234,0.932725449798699,0.023554014717113495,42.45560733531495,0.8704781704781663,0.873793103448276,276.47455197132615,272.6343483407869,0.9130506835822422,175.5224869812214,1692.6767056728797,anton-chekhov,3.0,25.0,13.0,61.0,13.0
vesnoi. Text/annotation.xhtml,6.0,98.0,83.0,58.0,19.0,69.0,22.0,66.0,679.0,536.0,96.0,227.0,33.0,8.322517006802716,46.39044217687075,7.779867346938772,15.782948441619792,7.779867346938772,75.51700680272108,87.0,18.0,27.0,4.0,7.0,54.0,10.0,1.0,9.0,0.8469387755102041,8.38426611978335,5.928571428571429,0.9637670557868072,0.9464165131895592,0.018196298579804364,54.956231654160476,0.8934693877551019,0.88,179.27466666666675,1.0,0.9150016998752961,190.12,1836.3529364719673,anton-chekhov,,2.0,,3.0,2.0
grisha. Text/chapter1.xhtml,48.0,902.0,521.0,367.0,99.0,760.0,263.0,596.0,5536.0,4378.0,874.0,1859.0,245.0,7.663038617886176,58.54119918699186,4.614964939024389,12.74714042609595,4.614964939024389,59.47902808573541,735.0,152.0,187.0,50.0,107.0,439.0,128.0,4.0,155.0,0.5776053215077606,17.3474024714233,12.266465923515689,0.9193393723199172,0.9223861369813207,0.02729441298108862,36.63753460068426,0.8654161781946095,0.8666666666666668,202.105962352482,193.74537628812325,0.9031114468954375,135.6311748998665,1251.7582163084157,anton-chekhov,4.0,8.0,10.0,21.0,7.0
grisha. Text/annotation.xhtml,4.0,83.0,70.0,40.0,10.0,63.0,19.0,54.0,546.0,420.0,81.0,171.0,31.0,8.617259036144578,56.03951807228917,6.457483433734936,14.02909152985272,6.457483433734936,68.94277108433735,76.0,8.0,35.0,2.0,10.0,41.0,6.0,1.0,6.0,0.8433734939759037,7.683498199278324,5.433053679944329,0.9614502126538166,0.9396904147417712,0.02008765953784282,49.78180748813051,0.8947058823529407,0.88,148.37846153846158,1.0,0.8980648331723525,147.95652173913044,1919.0780923760744,anton-chekhov,,1.0,1.0,4.0,3.0
svidanie-khotya-i-sostoyalos-no. Text/chapter1.xhtml,165.0,1329.0,705.0,510.0,150.0,1113.0,446.0,817.0,8346.0,6273.0,1305.0,2688.0,687.0,2.1215128257746763,74.80743176687872,0.767065237020315,8.479709366283041,0.767065237020315,46.429263287502565,1108.0,221.0,322.0,96.0,162.0,666.0,62.0,5.0,107.0,0.5304740406320542,19.3386710672062,13.674505450757591,0.9118509166306612,0.9189799506434837,0.028221027175116084,35.43457131431952,0.8378125000000036,0.8361538461538461,146.37283085301846,159.3954812778182,0.9090435619399012,170.3254198031268,1177.5856211575538,anton-chekhov,70.0,44.0,20.0,160.0,1.0
svidanie-khotya-i-sostoyalos-no. Text/annotation.xhtml,5.0,84.0,67.0,47.0,14.0,61.0,18.0,57.0,583.0,453.0,82.0,191.0,32.0,8.240809523809524,48.33904761904762,7.431685714285713,14.844079897039897,7.431685714285713,72.75238095238095,77.0,11.0,27.0,8.0,10.0,44.0,6.0,,7.0,0.7976190476190477,7.310299322905745,5.169162223730079,0.9489655768409612,0.9199715315697289,0.026521318152045847,37.70551653077848,0.894857142857143,0.78,116.21647058823534,1.0,0.8758951148509373,134.07692307692307,1289.2671216614608,anton-chekhov,,,,8.0,3.0
tif. Text/chapter1.xhtml,98.0,1842.0,971.0,815.0,231.0,1537.0,544.0,1224.0,11652.0,9213.0,1839.0,3948.0,596.0,8.266254071661233,53.586625340690034,5.542450541780234,13.62381407605941,5.542450541780234,63.04130381794411,1700.0,315.0,572.0,144.0,226.0,944.0,50.0,16.0,114.0,0.5271444082519001,22.624261765029924,15.99776891339219,0.9148405110068858,0.9247850177354908,0.026080225263528815,38.343227096217724,0.860111544896825,0.8572222222222221,232.1999575179051,230.79733330743053,0.9038121425735938,134.06823752668618,1349.1898837067515,anton-chekhov,20.0,8.0,3.0,264.0,5.0
tif. Text/annotation.xhtml,2.0,87.0,63.0,66.0,38.0,45.0,10.0,73.0,803.0,699.0,87.0,291.0,16.0,29.142241379310338,-50.73913793103452,31.45761206896551,38.58769583148427,31.45761206896551,119.36206896551724,86.0,38.0,14.0,10.0,15.0,56.0,,1.0,1.0,0.7241379310344828,6.754308969478107,4.7760176745470915,0.9277250262013248,0.886752184572482,0.037264375541049166,26.835281296970454,0.7215789473684208,0.74,60.979985153037916,26.359840425531914,0.819078555567887,76.34693877551021,1018.2476076247748,anton-chekhov,,,,6.0,4.0
radost. Text/chapter1.xhtml,52.0,474.0,296.0,234.0,71.0,373.0,119.0,325.0,3205.0,2556.0,457.0,1061.0,186.0,4.216833820188253,60.457362869198334,5.273321080817915,10.380859298536297,5.273321080817915,58.48247322297955,428.0,70.0,129.0,21.0,75.0,222.0,21.0,5.0,13.0,0.6244725738396625,13.595730280368912,9.613633076432137,0.9235786360064449,0.9192277206768618,0.02856042400946504,35.01348578258488,0.8574588235294106,0.86,169.63368571006333,143.5259482554801,0.9129553191879018,188.40504201680673,1070.311336669634,anton-chekhov,14.0,19.0,8.0,71.0,10.0
radost. Text/annotation.xhtml,4.0,72.0,59.0,40.0,14.0,46.0,15.0,45.0,485.0,377.0,70.0,152.0,21.0,7.641111111111112,56.55722222222221,6.787055555555554,16.59028415717215,6.787055555555554,73.55555555555556,69.0,11.0,31.0,3.0,4.0,44.0,1.0,,3.0,0.8194444444444444,6.953216681667718,4.916666666666667,0.9534383396859257,0.9229892722458617,0.025069103353082538,39.889739410126865,0.8817391304347828,0.9,111.6553846153846,1.0,0.8701829476432325,111.1304347826087,1565.4659612777832,anton-chekhov,,,,7.0,3.0
sobytie. Text/chapter1.xhtml,77.0,1427.0,815.0,585.0,217.0,1123.0,366.0,974.0,9007.0,7190.0,1389.0,3111.0,377.0,8.405625278715679,51.7188959218777,5.699632545800384,14.89203490091571,5.699632545800384,59.527562136532,1170.0,225.0,300.0,91.0,299.0,623.0,166.0,6.0,236.0,0.5711282410651717,21.574742558559414,15.255646765511367,0.922880891583362,0.930140420207547,0.02444792110189659,40.903273363493604,0.8824383164005769,0.8857142857142858,301.2383605469828,315.56598275240145,0.9114109050617645,158.50615360648075,1548.708155474962,anton-chekhov,12.0,9.0,23.0,38.0,7.0
sobytie. Text/annotation.xhtml,7.0,90.0,76.0,44.0,18.0,60.0,13.0,65.0,603.0,472.0,88.0,208.0,29.0,6.58111111111111,51.22293650793651,5.396650793650792,14.227386420433273,5.396650793650792,61.74603174603175,80.0,15.0,29.0,7.0,13.0,48.0,6.0,,10.0,0.8444444444444444,8.011103405759894,5.664705542999467,0.9624258929974866,0.9428387189539336,0.019226941805340944,52.01035141856078,0.8814634146341462,0.84,162.00000000000003,1.0,0.8979300031331836,138.10344827586206,2475.3738452898106,anton-chekhov,,,,6.0,5.0
ushla. Text/chapter1.xhtml,62.0,400.0,273.0,157.0,40.0,344.0,151.0,233.0,2546.0,1915.0,396.0,794.0,221.0,1.061790322580645,79.14940322580647,0.7394274193548362,7.15138559855433,0.7394274193548362,45.70161290322581,345.0,69.0,89.0,20.0,31.0,218.0,17.0,2.0,14.0,0.6825,13.65,9.652007563196374,0.9362438434009583,0.931110443065161,0.024502185503610795,40.81268586643562,0.8773789173789178,0.8949999999999999,228.46779815270224,153.14284347493302,0.9133618470374243,186.01398601398603,1366.0814954471805,anton-chekhov,23.0,18.0,3.0,41.0,
ushla. Text/annotation.xhtml,2.0,87.0,63.0,66.0,38.0,45.0,10.0,73.0,803.0,699.0,87.0,291.0,16.0,29.142241379310338,-50.73913793103452,31.45761206896551,38.58769583148427,31.45761206896551,119.36206896551724,86.0,38.0,14.0,10.0,15.0,56.0,,1.0,1.0,0.7241379310344828,6.754308969478107,4.7760176745470915,0.9277250262013248,0.886752184572482,0.037264375541049166,26.835281296970454,0.7215789473684208,0.74,60.979985153037916,26.359840425531914,0.819078555567887,76.34693877551021,1018.2476076247748,anton-chekhov,,,,6.0,4.0
ekzamen-na-chin. Text/chapter1.xhtml,67.0,933.0,560.0,443.0,177.0,684.0,255.0,606.0,6230.0,5009.0,909.0,2136.0,273.0,6.945973028746941,51.13973196717376,6.474148621842559,14.420046583291585,6.474148621842559,61.40661643550735,839.0,104.0,278.0,88.0,102.0,477.0,42.0,4.0,47.0,0.6002143622722401,18.333576925206234,12.963796567218541,0.9253527098606416,0.9287287726269062,0.025134769359088354,39.78552521065466,0.8760180995475109,0.8777777777777779,263.7009763410489,247.2466438816674,0.9173346094634627,188.95176010430248,1330.5069763984322,anton-chekhov,34.0,13.0,13.0,96.0,4.0
ekzamen-na-chin. Text/annotation.xhtml,2.0,87.0,63.0,66.0,38.0,45.0,10.0,73.0,803.0,699.0,87.0,291.0,16.0,29.142241379310338,-50.73913793103452,31.45761206896551,38.58769583148427,31.45761206896551,119.36206896551724,86.0,38.0,14.0,10.0,15.0,56.0,,1.0,1.0,0.7241379310344828,6.754308969478107,4.7760176745470915,0.9277250262013248,0.886752184572482,0.037264375541049166,26.835281296970454,0.7215789473684208,0.74,60.979985153037916,26.359840425531914,0.819078555567887,76.34693877551021,1018.2476076247748,anton-chekhov,,,,6.0,4.0
dama-s-sobachkoi. Text/chapter1.xhtml,29.0,902.0,494.0,316.0,95.0,744.0,279.0,560.0,5300.0,4163.0,882.0,1778.0,237.0,13.04026836914137,47.93288974692254,6.576291077299487,16.051907213915428,6.576291077299487,66.13670769936539,779.0,176.0,200.0,57.0,77.0,431.0,25.0,2.0,118.0,0.5476718403547672,16.448400807837064,11.630775750895873,0.9115190138839548,0.9145021090601644,0.02994071141627929,33.39933998549822,0.8610316529894507,0.857777777777778,181.04892086330935,202.49437943602533,0.8911833042267927,136.2222594703319,1364.3663827530086,anton-chekhov,2.0,3.0,5.0,102.0,2.0
dama-s-sobachkoi. Text/chapter2.xhtml,63.0,1577.0,828.0,597.0,202.0,1302.0,478.0,1026.0,9610.0,7581.0,1527.0,3275.0,446.0,10.835669696329177,49.48237949290899,6.074657773952957,15.881218906435857,6.074657773952957,62.88843594931103,1373.0,299.0,280.0,151.0,172.0,763.0,57.0,5.0,128.0,0.5250475586556753,20.85040475786739,14.743462594772287,0.9125027883338185,0.9212333197772605,0.027361418628976692,36.54781258092244,0.8725916230366496,0.8677419354838711,228.25421862129937,229.9473879126566,0.9070848645174171,162.59008242836583,1495.934826031826,anton-chekhov,58.0,18.0,11.0,207.0,6.0
dama-s-sobachkoi. Text/chapter3.xhtml,79.0,1768.0,901.0,656.0,205.0,1436.0,515.0,1126.0,10596.0,8364.0,1720.0,3587.0,475.0,9.18665287244401,55.80767526777019,4.852134371957156,14.292044192629447,4.852134371957156,59.483819233633085,1588.0,301.0,422.0,114.0,218.0,806.0,55.0,4.0,131.0,0.5096153846153846,21.42809981165996,15.151954684766938,0.9098509410681259,0.9197927689210663,0.02775967709615119,36.02347377947878,0.845072716695749,0.844,191.74390043133252,181.8702788132996,0.8885156565223278,116.47364104093654,1399.9911563971416,anton-chekhov,26.0,23.0,13.0,232.0,7.0
dama-s-sobachkoi. Text/chapter4.xhtml,34.0,895.0,480.0,313.0,108.0,736.0,290.0,554.0,5315.0,4169.0,871.0,1797.0,246.0,10.965624383831745,51.94435589878411,5.5034594972067055,15.807284029933587,5.5034594972067055,61.295596450870846,778.0,154.0,190.0,75.0,88.0,425.0,20.0,1.0,110.0,0.5363128491620112,16.044630491157015,11.34526702192957,0.9083340042058563,0.911177861383242,0.031054028204754273,32.201941513239916,0.8540661938534294,0.8517647058823529,157.47525104261317,152.02372705165698,0.879294021445887,115.45887445887446,1362.379862453498,anton-chekhov,6.0,1.0,10.0,124.0,1.0
dama-s-sobachkoi. Text/annotation.xhtml,9.0,144.0,110.0,60.0,24.0,90.0,23.0,91.0,942.0,719.0,133.0,292.0,45.0,6.052777777777777,64.16555555555554,4.704527777777777,14.487543650727664,4.704527777777777,57.666666666666664,131.0,32.0,34.0,3.0,22.0,64.0,9.0,1.0,13.0,0.7638888888888888,9.166666666666666,6.481812160876686,0.9458062270052352,0.9275783747948233,0.025108744797615403,39.82676187361507,0.8770526315789479,0.8200000000000001,126.61429864253392,13.3,0.883934597147861,113.14285714285714,1396.5874948851615,anton-chekhov,,,1.0,7.0,4.0
nevesta. Text/chapter1.xhtml,277.0,5638.0,2138.0,2166.0,646.0,4735.0,1682.0,3699.0,34707.0,27160.0,5679.0,11668.0,1847.0,8.490913271598217,55.99642729262368,4.825605773355889,13.551602525556838,4.825605773355889,58.77166929410153,5046.0,1276.0,969.0,418.0,454.0,2850.0,170.0,6.0,358.0,0.3792124866974104,28.473782617682946,20.134004774995258,0.8877357159167094,0.909927254030359,0.029928163402275845,33.413343363527495,0.863016639828267,0.862321428571429,202.28392948487237,208.8308510004119,0.9083159272953452,155.76982571019664,1287.304238032597,anton-chekhov,140.0,94.0,70.0,743.0,36.0
nevesta. Text/annotation.xhtml,6.0,140.0,111.0,74.0,27.0,87.0,16.0,98.0,976.0,745.0,129.0,319.0,52.0,11.476904761904759,39.559523809523796,8.817142857142855,18.804919354665326,8.817142857142855,76.19047619047619,132.0,24.0,43.0,12.0,9.0,80.0,7.0,,8.0,0.7928571428571428,9.381212227486534,6.6335187818058845,0.9530293369194428,0.9370017313387945,0.02188623525702796,45.690818373109046,0.8956043956043961,0.8400000000000001,139.01093355761142,11.125,0.9076216732203403,173.75,1488.876324751778,anton-chekhov,,,,4.0,2.0
gore. Text/chapter1.xhtml,153.0,1604.0,808.0,614.0,160.0,1346.0,507.0,999.0,9681.0,7594.0,1535.0,3223.0,475.0,3.2152602969699906,72.44420941111275,1.5380980881130455,9.091140537687835,1.5380980881130455,48.762961876354865,1322.0,217.0,292.0,102.0,151.0,746.0,129.0,4.0,188.0,0.5037406483790524,20.17479724533246,14.265735941238264,0.9070907906768416,0.9162819750274291,0.028986984533090277,34.498241749101005,0.8610289389067505,0.85625,174.62047136157508,176.57691672134337,0.9120926132532704,183.1086739780658,1301.409611090503,anton-chekhov,49.0,45.0,52.0,67.0,3.0
gore. Text/annotation.xhtml,6.0,119.0,92.0,59.0,21.0,76.0,21.0,76.0,793.0,596.0,108.0,256.0,48.0,8.832535014005604,51.76091036414567,5.875855042016809,16.59028415717215,5.875855042016809,69.41316526610645,116.0,21.0,42.0,5.0,5.0,68.0,3.0,1.0,3.0,0.773109243697479,8.433626172659544,5.963474256679913,0.9461543698476502,0.9242020429272627,0.025942862847209952,38.54624703100359,0.8654285714285715,0.8500000000000001,109.37237969561012,11.125,0.8691545129843735,101.7536231884058,1735.9120040737537,anton-chekhov,,,,8.0,4.0
vanka. Text/chapter1.xhtml,48.0,700.0,470.0,324.0,100.0,555.0,191.0,464.0,4439.0,3586.0,686.0,1502.0,145.0,6.219547619047621,58.919238095238086,5.119710714285716,12.811106273882894,5.119710714285716,60.86904761904762,629.0,113.0,197.0,39.0,86.0,353.0,49.0,4.0,69.0,0.6714285714285714,17.76433023143368,12.561278369883945,0.9391935955649273,0.9400021066260631,0.021372340629347147,46.78944704010861,0.8830107526881718,0.8785714285714287,362.4592093024693,363.96032834141886,0.910053858493901,149.35897435897436,1910.280112581001,anton-chekhov,2.0,,2.0,78.0,12.0
vanka. Text/annotation.xhtml,7.0,143.0,108.0,76.0,23.0,97.0,27.0,93.0,962.0,740.0,132.0,303.0,49.0,8.887832167832169,52.933101898101924,7.084619880119881,16.075952166942933,7.084619880119881,73.57542457542458,129.0,14.0,58.0,12.0,8.0,88.0,7.0,,13.0,0.7552447552447552,9.03141370807658,6.386173876682093,0.9434369955037286,0.9241800271108297,0.026243241663047753,38.10504863841067,0.891702127659575,0.8899999999999999,122.60930472103004,11.125,0.8928200491386511,141.01388888888889,1163.8814602311331,anton-chekhov,1.0,,1.0,9.0,2.0
doktor. Text/chapter1.xhtml,116.0,1525.0,719.0,627.0,172.0,1297.0,484.0,985.0,9442.0,7398.0,1537.0,3130.0,503.0,4.834761164499717,66.3916958733748,3.0157913651780675,10.815747087166205,3.0157913651780675,54.261305822498585,1267.0,260.0,327.0,123.0,153.0,797.0,99.0,7.0,100.0,0.47147540983606556,18.41170333435044,13.019040280914163,0.8974196441599375,0.906528317026683,0.032224838256685366,31.031963358032993,0.8800677506775088,0.884,199.76643472288814,199.29291510688367,0.9007261240667661,155.10544580886278,1059.6162118555264,anton-chekhov,96.0,62.0,17.0,181.0,5.0
doktor. Text/annotation.xhtml,6.0,102.0,84.0,54.0,17.0,69.0,16.0,70.0,703.0,533.0,91.0,225.0,40.0,7.842941176470585,52.16147058823532,6.440068627450984,14.931879361603942,6.440068627450984,69.94117647058823,96.0,20.0,34.0,8.0,7.0,62.0,5.0,,6.0,0.8235294117647058,8.317239361004065,5.881176352917641,0.958020074435187,0.9385084498044028,0.02090009059791565,47.84668254498998,0.9086792452830189,0.88,116.65884657236126,11.125,0.9173887977032991,223.95652173913044,1205.1601030571508,anton-chekhov,,,1.0,3.0,2.0
stena. Text/chapter1.xhtml,51.0,638.0,393.0,257.0,72.0,536.0,223.0,385.0,4137.0,3124.0,648.0,1311.0,355.0,4.540274141004364,67.07523295838713,3.121413793103443,10.554856019955725,3.121413793103443,52.791935583010634,549.0,54.0,153.0,40.0,75.0,284.0,49.0,7.0,34.0,0.6159874608150471,15.559018995435203,11.001887840282537,0.9249762632092121,0.9243826159624012,0.026748140214437693,37.3857768047827,0.8662478777589119,0.875,218.89756055953598,232.00331133565774,0.9097259955232471,170.75882352941176,1252.6074167470645,anton-chekhov,27.0,28.0,14.0,43.0,3.0
stena. Text/annotation.xhtml,7.0,104.0,84.0,50.0,13.0,70.0,16.0,67.0,672.0,492.0,93.0,210.0,47.0,5.4303846153846145,66.16494505494506,2.7420439560439576,12.09846166825577,2.7420439560439576,62.93406593406594,100.0,11.0,40.0,3.0,14.0,51.0,5.0,1.0,4.0,0.8076923076923077,8.23687767580373,5.824352060364906,0.9540146157082636,0.9329041865098404,0.02279852464299035,43.86248740474795,0.8912727272727272,0.87,110.51973143438455,11.125,0.8939812142332297,137.33333333333334,1411.9233375091458,anton-chekhov,,,,4.0,4.0
verochka. Text/chapter1.xhtml,161.0,3811.0,1860.0,1629.0,539.0,3084.0,1110.0,2513.0,24122.0,19134.0,3811.0,8196.0,1139.0,10.708197095364675,46.8108904837419,7.029427956177848,16.226717031370843,7.029427956177848,66.41549388742297,3375.0,657.0,855.0,286.0,489.0,1770.0,169.0,12.0,274.0,0.488060876410391,30.1296072016103,21.30484956674568,0.9130068091940011,0.9286546241866421,0.024292723997270775,41.16458903959669,0.8877458798511998,0.8894736842105266,309.7294736662807,351.0137181800472,0.9125454526380737,159.1781227389331,1549.0075452828441,anton-chekhov,98.0,64.0,47.0,398.0,19.0
verochka. Text/annotation.xhtml,8.0,124.0,103.0,58.0,21.0,83.0,21.0,83.0,853.0,650.0,113.0,274.0,49.0,7.135645161290324,53.883387096774186,6.122266129032255,14.374306265924366,6.122266129032255,62.274193548387096,119.0,22.0,37.0,17.0,7.0,75.0,5.0,,5.0,0.8306451612903226,9.249673054378908,6.540506540509811,0.9615058633297677,0.9468670528876548,0.018388142696271495,54.382871425223755,0.9263999999999989,0.89,145.60422764227644,11.125,0.9203011079306613,206.1081081081081,1796.853613097586,anton-chekhov,,,,10.0,4.0
dva-skandala. Text/chapter1.xhtml,237.0,3126.0,1454.0,1270.0,428.0,2564.0,896.0,2096.0,19418.0,15395.0,3076.0,6706.0,910.0,5.533242709168508,60.75962968812004,3.4891580861213,11.931100120964734,3.4891580861213,53.81687277792625,2692.0,715.0,666.0,294.0,340.0,1648.0,101.0,12.0,352.0,0.46513115802943056,26.005782121958802,18.38886488849695,0.904885374556754,0.9201273975556674,0.02721457096415675,36.74502167669889,0.861546961326008,0.8580645161290326,199.47272340475826,213.8595134386463,0.9013552812355431,145.5415673420739,1340.8216273707985,anton-chekhov,40.0,42.0,23.0,403.0,14.0
