,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,masc,,femn,neut,sing,plur,past,pres,futr,pssv,actv,3per,1per,2per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author
34 anton-chekhov babe-carstvo,37.0,493.0,327.0,203.0,73.0,389.0,144.0,318.0,3112.0,2430.0,524.0,1053.0,153.0,5.5310081684118195,61.14562989967655,4.1527586206896565,12.468510595293038,3.5530510662792594,54.50079491255962,102.0,414.0,86.0,28.0,213.0,80.0,39.0,31.0,2.0,3.0,1.0,57.0,9.0,13.0,0.6632860040567952,14.72733931593117,10.41380149913018,0.9337878565095707,0.9308438600239483,0.02458815724593836,40.669985554333756,0.848243243243243,0.8377777777777778,218.2316513761468,211.7593111404087,0.8974355797490023,137.65947786606128,1726.5900835365776,anton-chekhov
35 anton-chekhov babe-carstvo,31.0,476.0,322.0,207.0,82.0,365.0,123.0,324.0,3051.0,2417.0,499.0,1063.0,121.0,7.236181892111681,52.658793711032786,5.318109243697478,14.429209902472211,5.053628896719978,58.84223366766061,117.0,419.0,80.0,39.0,230.0,65.0,56.0,17.0,3.0,2.0,1.0,40.0,14.0,3.0,0.6764705882352942,14.758845802154203,10.436079949189846,0.9366034358208577,0.9335021288445322,0.02367657587486106,42.235837026660775,0.8764871194379398,0.8755555555555556,265.2624449430732,196.98887602731799,0.9120399290195846,176.9170579029734,1658.056613030767,anton-chekhov
36 anton-chekhov babe-carstvo,34.0,472.0,322.0,188.0,65.0,383.0,138.0,310.0,2999.0,2318.0,499.0,1001.0,159.0,5.693920737786641,61.33010219341976,4.1594067796610155,12.27436092399108,3.5969661016949175,53.71286141575274,76.0,411.0,88.0,37.0,219.0,69.0,28.0,28.0,9.0,2.0,1.0,21.0,25.0,15.0,0.6822033898305084,14.821251348163006,10.480207333956322,0.9378871617173828,0.9348021077257602,0.023228940012291158,43.04974740435288,0.8648226950354578,0.8666666666666667,271.4736086220785,223.2783261113786,0.9159636730709575,167.65610859728505,1388.724715419639,anton-chekhov
37 anton-chekhov babe-carstvo,32.0,473.0,311.0,204.0,73.0,387.0,147.0,313.0,3037.0,2387.0,500.0,1061.0,150.0,7.0276539376321345,52.80732426004229,5.057949260042289,13.403508434115732,4.697303415697675,57.91021405919662,106.0,400.0,79.0,37.0,215.0,71.0,59.0,23.0,2.0,4.0,,38.0,19.0,16.0,0.6575052854122622,14.299795235009958,10.111482180254622,0.9319214186719447,0.9283392987555401,0.025451258119992402,39.29078850583354,0.8583018867924517,0.8666666666666667,202.62751876728566,235.74678335777128,0.9041291221315095,147.2664907651715,1459.4417802972976,anton-chekhov
38 anton-chekhov babe-carstvo,34.0,510.0,339.0,218.0,89.0,400.0,154.0,335.0,3358.0,2665.0,532.0,1143.0,161.0,7.120588235294118,52.64029411764707,6.076862745098037,14.35423014356243,5.879068627450977,57.745098039215684,119.0,436.0,93.0,45.0,265.0,55.0,46.0,28.0,6.0,,2.0,45.0,14.0,15.0,0.6647058823529411,15.011172309904616,10.614501733893285,0.9344909027804129,0.9319780363649364,0.024194791993903803,41.331208809398454,0.8775704989153976,0.882,245.09689526188458,322.12447478991595,0.9156000786114801,177.07366984993178,1456.9306185669852,anton-chekhov
39 anton-chekhov babe-carstvo,30.0,471.0,299.0,180.0,64.0,389.0,147.0,306.0,2947.0,2310.0,503.0,1002.0,129.0,6.632936305732482,58.56894904458599,4.415222929936306,12.963331612459017,4.065760828025482,53.916560509554145,111.0,409.0,86.0,25.0,220.0,52.0,56.0,18.0,2.0,4.0,,48.0,7.0,7.0,0.6348195329087049,13.777192759764333,9.741946426143565,0.9261697810600213,0.9219924837109519,0.027620516825392127,36.20497061375328,0.881753554502367,0.8844444444444446,216.4924800760748,202.78402412753124,0.9014559164121118,156.33474576271186,1354.632629206,anton-chekhov
40 anton-chekhov babe-carstvo,32.0,480.0,336.0,209.0,79.0,373.0,126.0,326.0,3072.0,2419.0,510.0,1063.0,140.0,6.926458333333333,54.23854166666666,5.054375,13.94144745877837,4.7152916666666655,58.541666666666664,60.0,450.0,152.0,36.0,232.0,61.0,65.0,10.0,1.0,,,22.0,2.0,6.0,0.7,15.336231610144651,10.844353369380768,0.9422275184245033,0.9396636690397525,0.0215469166929734,46.41035254599127,0.8959628770301614,0.8888888888888888,325.39017169923034,330.16241836949655,0.9088409961428197,140.1951219512195,1838.5654199146877,anton-chekhov
41 anton-chekhov babe-carstvo,21.0,495.0,328.0,197.0,69.0,396.0,151.0,314.0,3074.0,2441.0,508.0,1030.0,125.0,10.14989898989899,51.13557720057722,5.307373737373737,16.075952166942933,6.441805916305917,63.369408369408376,86.0,454.0,121.0,27.0,219.0,63.0,65.0,11.0,4.0,,,37.0,1.0,3.0,0.6626262626262627,14.742503659196228,10.424524309085141,0.9336706708305078,0.930762788326802,0.024615602016853165,40.624641205823295,0.8583408071748854,0.8622222222222222,234.33510638297872,260.0818559034327,0.88618536131898,112.89473684210526,1767.6610105004208,anton-chekhov
42 anton-chekhov babe-carstvo,39.0,474.0,316.0,189.0,75.0,377.0,138.0,314.0,3051.0,2360.0,510.0,1020.0,181.0,5.074245374878284,61.705886075949365,4.174219409282703,12.310474328884295,3.5370863356053235,52.02726387536514,63.0,407.0,119.0,25.0,248.0,49.0,38.0,29.0,19.0,1.0,,44.0,8.0,15.0,0.6666666666666666,14.514360704718161,10.263202878893768,0.9341906404154872,0.9308352347369943,0.02459447352553859,40.65954080950798,0.8874823529411761,0.8844444444444445,265.0463731922583,279.18531353135313,0.9143127542015309,176.81545741324922,1225.4289216942184,anton-chekhov
43 anton-chekhov babe-carstvo,53.0,465.0,288.0,176.0,63.0,393.0,162.0,294.0,2946.0,2243.0,516.0,975.0,187.0,3.0155082166768103,69.41321059038346,2.2108602150537635,9.689206496739889,1.6170765875431101,46.62304727125178,67.0,411.0,101.0,19.0,234.0,33.0,40.0,23.0,9.0,2.0,,19.0,16.0,19.0,0.6193548387096774,13.355680197892847,9.443892035288922,0.9220003243523723,0.9172278956611503,0.029241256368972412,34.19825698943256,0.8628365384615371,0.86,169.00695134061567,173.66346525096526,0.9011049674817199,151.72995780590716,1239.0749200521077,anton-chekhov
44 anton-chekhov babe-carstvo,27.0,496.0,329.0,211.0,67.0,403.0,140.0,330.0,3135.0,2492.0,511.0,1054.0,132.0,7.92398148148148,55.24101851851853,5.397822580645158,13.977220881478168,5.564340501792117,60.910692951015534,104.0,447.0,110.0,36.0,244.0,42.0,66.0,10.0,6.0,2.0,1.0,42.0,4.0,3.0,0.6633064516129032,14.772536091702237,10.445760445765668,0.9338575438686082,0.9309873255785864,0.024538269619223025,40.75266983033761,0.8787919463087218,0.8911111111111113,264.3350082619073,301.3992942894224,0.9052784477388068,150.25703794369645,1503.0736806191098,anton-chekhov
45 anton-chekhov baby,22.0,495.0,335.0,216.0,67.0,402.0,131.0,338.0,3138.0,2509.0,509.0,1063.0,120.0,10.111565656565656,48.521767676767666,5.992222222222225,15.4789014514968,7.001229797979796,66.13636363636363,164.0,455.0,78.0,25.0,262.0,54.0,48.0,26.0,6.0,,1.0,37.0,1.0,2.0,0.6767676767676768,15.057130261679074,10.646998913242447,0.9370741242673213,0.9344335128864393,0.023352540014983478,42.82189429322802,0.8733632286995512,0.8644444444444446,293.0726047904192,325.53516483516484,0.8980861212963529,122.75602409638554,1556.366795935768,anton-chekhov
46 anton-chekhov baby,35.0,497.0,351.0,209.0,60.0,413.0,146.0,327.0,3117.0,2476.0,499.0,1049.0,142.0,5.77584708249497,61.52409456740442,4.60561368209256,11.62578753877494,4.129739839034208,56.25231388329979,102.0,454.0,89.0,44.0,241.0,62.0,56.0,12.0,11.0,1.0,,18.0,16.0,9.0,0.7062374245472837,15.744501770970606,11.133043968656924,0.9439802272063647,0.9418792430295776,0.02077610104795969,48.13222643130168,0.894151785714284,0.8888888888888888,366.0472255884837,431.8548593350384,0.9138570802094121,158.83505154639175,1892.8421848907994,anton-chekhov
47 anton-chekhov baby,40.0,475.0,303.0,174.0,45.0,409.0,168.0,286.0,2830.0,2183.0,500.0,929.0,147.0,3.5060131578947384,73.85455263157895,1.9994736842105318,9.427459677332662,1.0605796052631575,48.50657894736842,102.0,403.0,80.0,19.0,225.0,52.0,62.0,24.0,2.0,,,38.0,30.0,4.0,0.6378947368421053,13.902593472556042,9.83061812052421,0.9270551622268319,0.9230717344640611,0.027251844406424672,36.694764034549095,0.8795774647887309,0.8822222222222222,178.35530659404145,225.68746834277295,0.8974304482376643,145.44573643410854,1422.8739714321662,anton-chekhov
48 anton-chekhov baby,40.0,486.0,304.0,162.0,35.0,435.0,161.0,309.0,2854.0,2178.0,502.0,951.0,174.0,3.648067901234569,73.43691358024694,1.437489711934159,8.320142078586075,0.4221490740740741,45.483333333333334,90.0,375.0,74.0,24.0,262.0,43.0,38.0,51.0,6.0,2.0,,45.0,46.0,20.0,0.6255144032921811,13.78972003344604,9.75080454631368,0.9241569512089222,0.9201920844577778,0.028229742023062585,35.42363225221964,0.859908466819221,0.8488888888888888,189.66488889800564,207.01794138216036,0.8886815000929854,116.68811881188118,1276.1522278995892,anton-chekhov
49 anton-chekhov baby,52.0,493.0,335.0,188.0,45.0,417.0,154.0,308.0,2957.0,2277.0,503.0,977.0,175.0,2.5223112029957875,75.40716024340772,1.380953346855982,8.274576210732919,0.5321752418473977,47.61464347012014,99.0,417.0,99.0,26.0,273.0,44.0,58.0,32.0,4.0,1.0,,41.0,30.0,5.0,0.6795131845841785,15.087641195220007,10.668573401249573,0.93768598168758,0.9350492354564467,0.0231405721084009,43.21414333731889,0.8767567567567559,0.8844444444444446,268.1501627550989,312.9712612334906,0.8984723447061184,140.53070683661645,1702.0824867129668,anton-chekhov
50 anton-chekhov baby,44.0,466.0,316.0,192.0,42.0,400.0,128.0,314.0,2865.0,2210.0,502.0,948.0,153.0,3.450189231369489,70.80329886851345,2.4489699570815446,8.68788168476508,1.6187328326180292,51.79262582910652,102.0,418.0,91.0,39.0,250.0,39.0,70.0,22.0,3.0,,1.0,35.0,12.0,1.0,0.6781115879828327,14.638417325741711,10.350924156870612,0.9367786971830301,0.9334590395233039,0.023692713419576412,42.20706941796447,0.8749160671462818,0.8888888888888888,248.7158100263326,257.0406976744186,0.895602428481854,117.38353196099675,1686.4198993480807,anton-chekhov
51 anton-chekhov baby,41.0,464.0,284.0,182.0,35.0,404.0,139.0,300.0,2805.0,2148.0,505.0,932.0,152.0,3.618296888141291,71.40470142977291,2.0385344827586245,8.218664099516625,1.1139217830109303,50.541211101766194,64.0,431.0,142.0,23.0,233.0,36.0,66.0,12.0,1.0,1.0,,17.0,6.0,10.0,0.6120689655172413,13.184369010570682,9.3227567330403,0.9200456767730184,0.9150344478098882,0.029984543067038967,33.35051655662105,0.8411084337349403,0.8422222222222223,140.64761220742278,128.3649018689156,0.8789477319129165,105.82857142857142,1262.15184412931,anton-chekhov
52 anton-chekhov barynya,71.0,442.0,278.0,185.0,58.0,359.0,120.0,297.0,2877.0,2193.0,501.0,944.0,160.0,2.0513727614556103,70.38367121279714,1.3362895927601848,8.040864502227388,1.7654420368364043,48.08055573258556,97.0,366.0,57.0,24.0,213.0,41.0,39.0,36.0,9.0,1.0,4.0,37.0,21.0,18.0,0.6289592760180995,13.223111537494935,9.350151836548743,0.9238770022599966,0.918612426005871,0.028775367404287235,34.751945507775176,0.8686005089058512,0.8575,167.03703660608318,164.97720937858665,0.9071431696544612,176.55978260869566,1186.1732110952382,anton-chekhov
53 anton-chekhov barynya,65.0,463.0,318.0,204.0,41.0,404.0,124.0,321.0,2968.0,2299.0,507.0,957.0,160.0,1.9890765907958112,73.35102591792658,2.0663282937365075,7.071731103674343,2.0416947831865784,51.183552085063965,135.0,417.0,111.0,19.0,278.0,42.0,82.0,11.0,6.0,4.0,3.0,30.0,8.0,8.0,0.6868250539956804,14.778713312417505,10.45012840042232,0.9387923790035679,0.9355778122531574,0.02296220643930149,43.54982186243336,0.8971980676328483,0.8977777777777778,260.2532774199237,373.9935935935936,0.9243389061032377,209.71176470588236,1412.7579252395155,anton-chekhov
54 anton-chekhov barynya,87.0,454.0,323.0,175.0,40.0,395.0,142.0,293.0,2894.0,2215.0,500.0,896.0,173.0,0.37405995240265355,81.43963820952962,-0.20334801762114552,6.0448637019199785,0.9653885766367907,43.76464631120563,134.0,418.0,85.0,23.0,259.0,36.0,72.0,20.0,3.0,1.0,2.0,13.0,12.0,11.0,0.711453744493392,15.159141119185007,10.719131482339547,0.9443544514252435,0.9414115736488304,0.020942558853221452,47.74965690719197,0.8887407407407396,0.8911111111111113,307.26498682476944,320.0555152394775,0.9330475471263472,244.8357142857143,1532.551857987222,anton-chekhov
55 anton-chekhov barynya,90.0,454.0,271.0,150.0,24.0,385.0,142.0,267.0,2622.0,1934.0,500.0,811.0,169.0,-1.0779138521781686,92.91797112090065,-3.8388105726872226,4.615552175440191,-2.957984875183552,38.084092021536954,92.0,380.0,77.0,13.0,249.0,23.0,36.0,12.0,12.0,,,25.0,18.0,31.0,0.5969162995594713,12.718660195972559,8.99345087217962,0.9156635861674718,0.9098397862268618,0.031740549880365586,31.505440320635113,0.7915061728395052,0.7844444444444443,96.74056666272176,89.023570671234,0.8555094956360723,93.14402173913044,1469.5145635189288,anton-chekhov
56 anton-chekhov barynya,99.0,454.0,285.0,183.0,27.0,403.0,148.0,282.0,2789.0,2100.0,509.0,862.0,169.0,-0.4825768700218056,86.76281115115918,-2.5216299559471373,4.6671419731257995,-0.7977195301027891,44.89422862991145,103.0,392.0,70.0,19.0,245.0,36.0,54.0,19.0,22.0,1.0,1.0,15.0,23.0,24.0,0.6277533039647577,13.375712752222064,9.4580571902996,0.9238965968174292,0.9189995823709002,0.02864200355470043,34.91375867230106,0.8449382716049386,0.8511111111111112,147.83375524307544,107.11246677299309,0.8929507954251852,141.25137362637363,1305.6222725246114,anton-chekhov
57 anton-chekhov barynya,63.0,470.0,285.0,177.0,51.0,390.0,157.0,284.0,2831.0,2175.0,500.0,933.0,143.0,1.5568321513002346,77.83169368456602,0.430638297872342,8.004699120346295,0.021767983789263923,45.119891928402566,102.0,406.0,93.0,28.0,253.0,32.0,76.0,11.0,4.0,3.0,1.0,29.0,18.0,17.0,0.6063829787234043,13.146069714411611,9.29567504101155,0.9186957179423653,0.9137212033438933,0.030427134925531882,32.8654013086485,0.8166270783847998,0.8244444444444445,81.08580754713151,85.50277467262855,0.8902991094580723,143.3224967490247,1290.7591347655587,anton-chekhov
58 anton-chekhov barynya,78.0,487.0,295.0,203.0,52.0,392.0,120.0,324.0,2998.0,2338.0,510.0,995.0,130.0,1.3841433686094895,75.92675222450376,0.4687679671457943,7.268771825363832,0.7644686068551572,47.927367977675985,106.0,427.0,92.0,37.0,247.0,61.0,72.0,12.0,9.0,5.0,3.0,29.0,14.0,17.0,0.6057494866529775,13.367726005668592,9.452409707652022,0.918993637509276,0.9145517038572822,0.030141577508475653,33.1767638810147,0.8331963470319627,0.831111111111111,154.2439157672356,167.08906500388724,0.9030248681950906,165.5118881118881,1057.0947247444228,anton-chekhov
59 anton-chekhov barynya,62.0,473.0,315.0,183.0,40.0,401.0,129.0,312.0,2839.0,2201.0,507.0,942.0,124.0,1.6864921912296253,77.2255033076451,0.6752854122621628,7.15138559855433,0.22945729045898133,46.31825001704972,132.0,428.0,111.0,29.0,277.0,35.0,81.0,10.0,8.0,2.0,2.0,31.0,6.0,8.0,0.6659619450317125,14.48371543095864,10.241533398007093,0.9339963543305605,0.9305997360508255,0.024675540970786076,40.52596055275636,0.8810377358490571,0.88,246.28024282754944,235.13404147139448,0.9110308206730156,173.6049766718507,1428.1038293769673,anton-chekhov
60 anton-chekhov barynya,83.0,447.0,263.0,170.0,26.0,396.0,151.0,271.0,2723.0,2047.0,503.0,857.0,166.0,0.04466510336648355,84.60851553866472,-1.6420805369127542,4.998306269801723,-0.862196584997708,43.41686207918924,112.0,380.0,50.0,33.0,231.0,27.0,60.0,25.0,2.0,2.0,,25.0,14.0,28.0,0.5883668903803132,12.439473146802577,8.796035816492061,0.913084888213287,0.906711096452163,0.032794349722859,30.493057750828314,0.8407035175879406,0.8375,110.6334356058897,118.41033333333334,0.8823643405967818,128.4548969072165,1124.2433525543536,anton-chekhov
61 anton-chekhov barynya,82.0,437.0,277.0,172.0,26.0,384.0,135.0,275.0,2682.0,2009.0,500.0,836.0,163.0,-0.013441145281017697,84.93303817603393,-1.6126086956521704,5.028387436049412,-0.766330175252552,44.6885360272367,104.0,368.0,54.0,20.0,219.0,36.0,53.0,31.0,7.0,,,20.0,24.0,25.0,0.6338672768878718,13.250706988607833,9.369664767160577,0.9250130430255354,0.9197213689468359,0.028398971462000287,35.2125428675495,0.8553092783505136,0.8574999999999999,138.65465236740798,137.0982486680382,0.9052752986855114,175.76752767527674,1261.0575138634601,anton-chekhov
62 anton-chekhov barynya,86.0,473.0,291.0,200.0,56.0,386.0,133.0,309.0,3022.0,2356.0,507.0,983.0,149.0,1.2760359408033821,74.78373150105708,0.7017124735729432,7.18433884096308,1.6836379492600386,47.78329809725159,167.0,426.0,52.0,26.0,246.0,59.0,76.0,22.0,3.0,3.0,3.0,31.0,2.0,14.0,0.6152219873150105,13.380194255266552,9.461226091492266,0.9211293070362103,0.9165005941661987,0.029485901814714263,33.91451298603229,0.8380660377358488,0.831111111111111,126.48854516770697,115.88401129943503,0.8990596533720479,146.87894736842105,1096.316326696765,anton-chekhov
63 anton-chekhov beda,37.0,473.0,337.0,215.0,78.0,377.0,132.0,323.0,3179.0,2503.0,499.0,1065.0,177.0,6.110629106908178,54.895785097994406,6.036807610993655,12.8867588735778,5.6722361293640375,58.238329238329236,134.0,432.0,71.0,33.0,220.0,73.0,52.0,23.0,4.0,6.0,6.0,23.0,10.0,8.0,0.7124735729386892,15.495276508676385,10.956815095645684,0.9449574269018458,0.9424580251654638,0.020577731030543018,48.59622270870023,0.8999056603773559,0.8911111111111113,353.95774623566797,245.79808195292065,0.9181041444748848,172.53168469860896,1733.5157777473894,anton-chekhov
64 anton-chekhov bez-mesta,36.0,503.0,346.0,209.0,72.0,410.0,165.0,317.0,3196.0,2542.0,511.0,1079.0,138.0,5.91583222884913,59.748844709520654,4.9602584493041775,12.553279569776885,4.515232190192187,55.52291804727192,104.0,415.0,52.0,44.0,241.0,74.0,32.0,30.0,10.0,1.0,2.0,34.0,36.0,18.0,0.6878727634194831,15.42737748754276,10.908803237366168,0.9398527495284237,0.9375829675171479,0.022263830043992454,44.91590162267855,0.8951982378854613,0.8880000000000001,302.06366331151276,318.6816370579445,0.9205820267654726,200.4015873015873,1797.5817746718283,anton-chekhov
65 anton-chekhov bez-mesta,50.0,499.0,332.0,200.0,77.0,396.0,155.0,318.0,3173.0,2505.0,513.0,1075.0,153.0,4.026652905811623,64.38705210420844,3.7732064128256546,11.021583295039965,3.184840901803611,50.06016032064129,130.0,418.0,60.0,41.0,265.0,50.0,52.0,19.0,5.0,2.0,3.0,22.0,42.0,17.0,0.6653306613226453,14.862361170390061,10.509276368026446,0.9344122063181056,0.9316530766298134,0.0243088767719516,41.137235972738715,0.8928444444444436,0.8977777777777778,269.5244606490661,279.41654997845757,0.9026988621529902,154.733499377335,1658.8321873091948,anton-chekhov
66 anton-chekhov bezzakonie,42.0,495.0,343.0,215.0,60.0,418.0,121.0,357.0,3208.0,2521.0,514.0,1096.0,173.0,5.348232323232324,58.44367243867242,4.711414141414142,10.61719992645707,4.147630230880232,55.22005772005772,127.0,432.0,73.0,52.0,273.0,33.0,56.0,16.0,22.0,4.0,2.0,48.0,12.0,3.0,0.692929292929293,15.41670352165947,10.901255603707938,0.940877766080965,0.938520109730148,0.021940963352417495,45.576850201967915,0.8927802690582962,0.8977777777777778,304.4022637618058,376.876582278481,0.9155050105103909,170.76117318435755,1566.5247173461253,anton-chekhov
67 anton-chekhov bezzakonie,48.0,485.0,311.0,202.0,52.0,409.0,163.0,298.0,3111.0,2382.0,509.0,989.0,216.0,3.2470210481099677,71.14515034364263,3.218453608247426,9.252164600426,2.5392084407216515,51.75365120274914,130.0,407.0,65.0,30.0,250.0,42.0,46.0,24.0,12.0,2.0,4.0,57.0,19.0,2.0,0.6412371134020619,14.121782545700144,9.985608200506398,0.9281459766582549,0.9245247915958097,0.026753884153857602,37.37775024550263,0.8716055045871556,0.8777777777777778,205.92141320416818,238.27908629301544,0.9065591061660125,174.13946587537092,1415.7045435683117,anton-chekhov
68 anton-chekhov bezzashitnoe-sushestvo,47.0,484.0,304.0,196.0,73.0,381.0,169.0,285.0,3109.0,2419.0,514.0,1014.0,163.0,3.7497590997010732,67.53578248637244,3.75987603305785,11.068473848834367,3.1356193071918383,50.793740109020575,109.0,412.0,54.0,52.0,224.0,60.0,43.0,20.0,6.0,1.0,,28.0,27.0,17.0,0.628099173553719,13.818181818181818,9.77093006730502,0.9247734037419738,0.9208133772853873,0.02801896799447378,35.69010822230253,0.9006896551724115,0.8955555555555557,222.77734440504065,207.2655610561056,0.9121598470630421,190.99019607843138,1255.6815229844638,anton-chekhov
69 anton-chekhov bezzashitnoe-sushestvo,54.0,469.0,298.0,195.0,61.0,375.0,143.0,293.0,2966.0,2286.0,504.0,979.0,157.0,2.9039070520413794,70.09031469635947,2.448251599147124,9.446735051581992,1.9086891139540398,50.26301034509989,110.0,398.0,82.0,25.0,238.0,48.0,44.0,26.0,8.0,2.0,1.0,29.0,29.0,13.0,0.6353944562899787,13.760361476880384,9.730044911880254,0.9262658801073188,0.9220431729066688,0.02760364987004548,36.227093326711305,0.8882857142857141,0.9000000000000001,220.09582309582308,200.44588374455174,0.902004677021969,157.00429184549355,1349.1686561510082,anton-chekhov
70 anton-chekhov brak-po-raschetu,42.0,460.0,319.0,206.0,85.0,353.0,132.0,306.0,3124.0,2444.0,500.0,1057.0,176.0,5.550797101449273,54.49755693581781,5.696086956521739,12.627483660816072,5.291795031055898,55.73498964803312,88.0,385.0,48.0,56.0,221.0,64.0,16.0,54.0,3.0,5.0,5.0,43.0,19.0,13.0,0.6934782608695652,14.873451691433006,10.517118550662802,0.9402998099440373,0.9371463412820683,0.02242043543939598,44.602166746630346,0.9036496350364935,0.9000000000000001,281.6731196117908,351.4750581545619,0.9283634152067397,234.6,1572.999533900782,anton-chekhov
71 anton-chekhov brak-po-raschetu,51.0,459.0,304.0,190.0,72.0,376.0,165.0,283.0,2986.0,2308.0,499.0,1014.0,179.0,3.946797385620915,62.36506535947714,3.4368845315904153,10.554856019955725,2.961798474945539,50.39433551198257,85.0,365.0,51.0,35.0,206.0,92.0,17.0,45.0,7.0,2.0,1.0,40.0,28.0,26.0,0.6623093681917211,14.189504851483832,10.033495102163634,0.9327754718050756,0.928917021037206,0.025255168615050696,39.595855218486044,0.8653170731707318,0.8622222222222222,196.59577150527804,152.14051299283153,0.9161809019355374,193.21875,1326.5427154152906,anton-chekhov
72 anton-chekhov brozhenie-umov,51.0,476.0,307.0,215.0,86.0,366.0,141.0,311.0,3156.0,2502.0,501.0,1084.0,145.0,4.6077030812324935,57.83528011204484,4.829663865546223,11.530824592917243,4.4824537815126035,54.50140056022409,133.0,441.0,50.0,31.0,197.0,82.0,64.0,18.0,5.0,2.0,10.0,26.0,1.0,8.0,0.6449579831932774,14.071321929383044,9.949927156525725,0.9288661179155562,0.9250797984025512,0.02656621503472369,37.64179423726481,0.8677751756440271,0.8888888888888888,195.47194719471946,174.9706815153797,0.9052229890486687,152.56410256410257,1304.8021182304626,anton-chekhov
73 anton-chekhov chaika,73.0,461.0,314.0,191.0,67.0,364.0,138.0,293.0,2960.0,2303.0,515.0,972.0,136.0,1.8961406115353725,71.90697278102994,1.6038394793926258,8.520029354156572,2.0042183609187916,47.74673877514635,93.0,405.0,86.0,33.0,238.0,41.0,8.0,35.0,5.0,4.0,2.0,23.0,23.0,10.0,0.6811279826464208,14.62443799094434,10.341039274438913,0.937391140376603,0.9340067804753104,0.023504462917224286,42.54511168886105,0.8812135922330118,0.8911111111111113,280.2550667809661,186.54656028510792,0.9121721582822931,172.12662337662337,1442.072569952327,anton-chekhov
74 anton-chekhov chaika,79.0,478.0,308.0,196.0,47.0,405.0,131.0,321.0,3012.0,2307.0,501.0,975.0,180.0,1.2649774905990157,76.38026508129867,0.4304602510460285,6.869371142914141,0.8702150839468246,47.05481701181082,57.0,387.0,106.0,15.0,214.0,54.0,13.0,39.0,20.0,1.0,,54.0,19.0,18.0,0.6443514644351465,14.087592095387526,9.961431901238523,0.928761964315957,0.9250177015048024,0.026587032169858617,37.61232143592497,0.8767832167832159,0.8777777777777778,205.07531935756265,178.31609145815358,0.9178703857158135,201.41872791519435,1250.3996850856552,anton-chekhov
75 anton-chekhov chaika,48.0,490.0,300.0,174.0,59.0,413.0,162.0,310.0,2991.0,2328.0,500.0,1006.0,154.0,3.3994302721088445,70.17518707482994,2.3720408163265283,9.851991719373501,1.5648252551020434,45.718537414965986,90.0,384.0,70.0,26.0,223.0,66.0,14.0,56.0,4.0,,1.0,66.0,35.0,5.0,0.6122448979591837,13.552618543578768,9.583148474999097,0.9207958011348404,0.9166170095923547,0.02944179402131911,33.96532151797168,0.8526077097505665,0.8400000000000001,132.77593818984548,150.1597074468085,0.9023643467921493,165.70539419087137,1169.6504695776148,anton-chekhov
76 anton-chekhov chaika,120.0,474.0,273.0,151.0,35.0,404.0,148.0,291.0,2802.0,2084.0,503.0,890.0,194.0,-0.9477489451476799,88.85400843881858,-5.009324894514764,4.8247687553081215,-2.4091558016877634,35.80654008438819,60.0,381.0,99.0,25.0,212.0,72.0,23.0,49.0,8.0,3.0,,39.0,33.0,21.0,0.5759493670886076,12.539305292367272,8.866627803601261,0.9104500956221153,0.9046816204115217,0.033466861953093736,29.88030372855314,0.8246588235294112,0.8133333333333334,109.04944420473777,106.40336085815713,0.8733002626503436,120.92880258899676,1197.520470945943,anton-chekhov
77 anton-chekhov chaika,82.0,464.0,318.0,186.0,57.0,372.0,132.0,297.0,2964.0,2254.0,506.0,948.0,169.0,1.0973380992430606,76.68838519764509,0.2023275862068985,7.421221231181737,0.9567884777123616,45.744743481917574,96.0,390.0,75.0,25.0,199.0,97.0,24.0,35.0,6.0,,1.0,31.0,23.0,20.0,0.6853448275862069,14.762779385075623,10.438861412347944,0.9384624961215142,0.9352425553470449,0.023077850712891253,43.3315915091435,0.8752771084337344,0.8755555555555556,257.2889309845948,263.30291605301915,0.9315139343615534,248.64814814814815,1345.9566949467496,anton-chekhov
78 anton-chekhov chaika,81.0,473.0,290.0,182.0,64.0,374.0,143.0,295.0,2909.0,2234.0,504.0,962.0,158.0,1.1182924855793068,77.0106610027928,-0.34691331923889734,7.9088033518759575,0.16423940959987604,44.31730744133845,84.0,396.0,90.0,26.0,221.0,70.0,21.0,32.0,6.0,1.0,,36.0,27.0,14.0,0.6131078224101479,13.334214206279382,9.42871328705415,0.9205704028507994,0.9158837169818929,0.029694848805232325,33.675874444048254,0.8131132075471691,0.8111111111111111,111.90011695717568,131.50093698386482,0.882110575190717,118.7531914893617,1231.2852870062943,anton-chekhov
