,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,,neut,femn,masc,sing,plur,past,pres,futr,actv,pssv,1per,3per,2per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author
voina-i-mir. Text/chapter10.xhtml,58.0,1096.0,549.0,410.0,117.0,835.0,348.0,604.0,6615.0,4753.0,1099.0,2022.0,340.0,6.137011074754593,71.39156305059151,1.4080922476717816,12.607057364493182,1.4080922476717816,56.30531084822552,954.0,91.0,116.0,235.0,519.0,82.0,82.0,43.0,13.0,2.0,4.0,39.0,53.0,50.0,0.5009124087591241,16.583151461913356,11.726058852162543,0.9012312759791786,0.9064635585692679,0.03249173665971857,30.777056039597408,0.8445272206303727,0.8495238095238096,142.0963805290979,127.94874325337588,0.9080662059495568,180.19819819819818,1062.9656014187544,lev-tolstoi
voina-i-mir. Text/chapter11.xhtml,89.0,1628.0,825.0,691.0,211.0,1331.0,470.0,1072.0,10330.0,8160.0,1637.0,3453.0,527.0,7.856499875769536,55.58268172155812,5.467847997128899,13.663041499841412,5.467847997128899,60.736852276178126,1489.0,136.0,186.0,518.0,817.0,171.0,244.0,57.0,17.0,16.0,9.0,29.0,99.0,11.0,0.5067567567567568,20.446865880235148,14.458117517926121,0.9080846145985036,0.9173647088572865,0.02861932634646636,34.94142342464572,0.8800000000000046,0.8831250000000002,208.8309070680632,226.93807512198316,0.9108182815715734,173.05344309421142,1249.818339837913,lev-tolstoi
voina-i-mir. Text/chapter12.xhtml,60.0,1330.0,738.0,599.0,208.0,933.0,305.0,836.0,8616.0,6444.0,1336.0,2774.0,376.0,9.497380952380954,52.666904761904775,5.508156015037592,16.511332469355775,5.508156015037592,67.20426065162907,1226.0,84.0,227.0,320.0,615.0,159.0,150.0,47.0,6.0,17.0,12.0,24.0,72.0,8.0,0.5548872180451128,20.236273543251315,14.30920624837893,0.918115420146888,0.9249981030959454,0.0262126980613465,38.149449463754735,0.8806088992974281,0.8807692307692309,266.0,277.29104978860266,0.9256016287724285,209.27894861472888,1302.4872943693272,lev-tolstoi
voina-i-mir. Text/chapter13.xhtml,33.0,701.0,448.0,333.0,116.0,500.0,161.0,455.0,4678.0,3549.0,703.0,1500.0,216.0,9.439329961526823,50.61785133791554,6.611424393723247,16.626046975480413,6.611424393723247,68.74599057623308,654.0,46.0,179.0,113.0,324.0,75.0,89.0,20.0,3.0,5.0,5.0,1.0,39.0,7.0,0.6390870185449358,16.920726471051154,11.96476043028299,0.9316727789819994,0.9323268518827488,0.0240105381441912,41.64837930723044,0.8896932515337413,0.8957142857142857,322.2754754717661,304.30263716438503,0.9228899178883649,203.77906976744185,1385.740947879416,lev-tolstoi
voina-i-mir. Text/chapter14.xhtml,48.0,1018.0,583.0,471.0,145.0,805.0,291.0,659.0,6637.0,5096.0,1051.0,2188.0,360.0,9.492063686967914,50.09049279633268,6.245833374263263,15.416406812698062,6.245833374263263,67.47552390307793,895.0,58.0,233.0,176.0,485.0,111.0,112.0,63.0,12.0,11.0,9.0,33.0,81.0,9.0,0.5726915520628684,18.27236095453054,12.920510339236841,0.9195147861092805,0.9238014909358099,0.026759296267926534,37.37019053070508,0.8742208462332302,0.868,222.53111408960893,224.32760517778888,0.9140802362410401,183.24,1359.31546866235,lev-tolstoi
voina-i-mir. Text/chapter15.xhtml,30.0,592.0,328.0,237.0,71.0,489.0,149.0,411.0,3726.0,2901.0,603.0,1272.0,214.0,8.764468468468468,52.0478828828829,5.171314864864861,13.65120827965908,5.171314864864861,59.76711711711712,506.0,31.0,170.0,87.0,299.0,50.0,94.0,31.0,6.0,3.0,4.0,19.0,53.0,14.0,0.5540540540540541,13.480716959039299,9.532306376993182,0.907497076407348,0.9048089144940396,0.033366590669593306,29.970098230961657,0.852449355432779,0.8472727272727275,145.21914771327698,135.79842090048422,0.888616656260961,137.09717868338558,1033.3199088694519,lev-tolstoi
voina-i-mir. Text/chapter16.xhtml,70.0,1315.0,701.0,503.0,161.0,994.0,377.0,778.0,8119.0,5971.0,1349.0,2579.0,441.0,6.931882129277568,64.54444595328626,2.6540772677892406,13.4582735652283,2.6540772677892406,57.03666485605649,1119.0,87.0,258.0,177.0,609.0,128.0,121.0,68.0,17.0,5.0,9.0,79.0,74.0,43.0,0.5330798479087453,19.331036531547667,13.669107018822233,0.9124032578808299,0.9194073546899575,0.028085549019500274,35.60549944406225,0.8902211690363426,0.8892307692307693,231.42530726256985,219.66739852533726,0.9245607713031005,223.59083850931677,1156.8079114978148,lev-tolstoi
voina-i-mir. Text/chapter17.xhtml,59.0,1461.0,746.0,563.0,191.0,894.0,335.0,750.0,8946.0,5945.0,1405.0,2513.0,434.0,8.100128539774243,71.26818367962504,1.3786990626341336,15.957415390527139,1.3786990626341336,63.2979616932911,1335.0,64.0,221.0,302.0,614.0,95.0,133.0,50.0,5.0,4.0,6.0,40.0,67.0,19.0,0.5106091718001369,19.51702954250216,13.80062393812146,0.9077587194338799,0.9159955814132353,0.02914738573687449,34.308394208228954,0.9003824362606276,0.903448275862069,306.8404237655005,304.0565353059681,0.933719283345783,263.14581791265726,987.7945862288641,lev-tolstoi
voina-i-mir. Text/chapter18.xhtml,88.0,1620.0,806.0,601.0,188.0,1201.0,478.0,911.0,9854.0,7186.0,1611.0,3050.0,490.0,6.174281705948371,69.75194725028058,1.8918734567901296,12.972499758173727,1.8918734567901296,55.50785634118968,1382.0,69.0,183.0,381.0,700.0,159.0,141.0,80.0,27.0,5.0,4.0,74.0,108.0,56.0,0.49753086419753084,20.025230998498117,14.159976633865076,0.905537138363958,0.9149084125860617,0.029432129529857763,33.97647455259867,0.8804328453214634,0.8787499999999999,203.17200915903555,213.57131254698174,0.9179775766394798,199.4509505703422,1086.919790639227,lev-tolstoi
voina-i-mir. Text/chapter19.xhtml,29.0,544.0,333.0,223.0,68.0,445.0,170.0,343.0,3478.0,2643.0,554.0,1119.0,228.0,7.617716784989856,58.82397692697768,4.635726926977689,13.58830835457105,4.635726926977689,59.751267748478696,485.0,34.0,104.0,115.0,258.0,65.0,60.0,21.0,7.0,2.0,3.0,18.0,30.0,11.0,0.6121323529411765,14.27725721311386,10.09554539213736,0.9220811697886786,0.9193898828692029,0.02848328028641854,35.10831582403176,0.8741010101010098,0.882,166.03211619106065,171.18799212598424,0.9163416216193636,199.8592692828146,1183.0577059733687,lev-tolstoi
voina-i-mir. Text/chapter20.xhtml,83.0,1861.0,1025.0,826.0,282.0,1368.0,461.0,1189.0,11922.0,9157.0,1838.0,3904.0,501.0,9.71054375481507,51.60921453681463,6.0514432614930485,16.346504170918717,6.0514432614930485,66.80642613441407,1722.0,117.0,308.0,480.0,853.0,220.0,215.0,73.0,7.0,22.0,8.0,18.0,105.0,16.0,0.5507791509940893,23.760232106798565,16.801021245283597,0.9207820796537864,0.9303359346345469,0.02422754284466498,41.27533718179781,0.8807174392935988,0.8778378378378378,318.24312689535043,287.1871629533832,0.9259127846676306,201.5523465703971,1309.175793929311,lev-tolstoi
voina-i-mir. Text/chapter21.xhtml,28.0,933.0,548.0,389.0,141.0,655.0,241.0,555.0,6019.0,4341.0,949.0,1854.0,317.0,14.24360932475884,44.09013321084059,7.432770039044563,19.88990027336687,7.432770039044563,75.01489052212526,849.0,65.0,155.0,202.0,433.0,73.0,97.0,43.0,10.0,7.0,3.0,20.0,44.0,20.0,0.587352625937835,17.940714562523244,12.68600092649243,0.9221850858101546,0.9255786064089514,0.026201351947373244,38.16596952739504,0.8841176470588245,0.8822222222222221,267.9033986226124,242.8569100622242,0.9228689144337398,190.02534965034965,1154.2518728887107,lev-tolstoi
voina-i-mir. Text/chapter22.xhtml,70.0,1513.0,800.0,634.0,220.0,1190.0,428.0,982.0,9487.0,7518.0,1491.0,3251.0,431.0,9.686591539986782,49.59888726277029,6.128345807761306,15.723690421485665,6.128345807761306,63.517788688509114,1364.0,83.0,392.0,257.0,724.0,180.0,203.0,64.0,12.0,13.0,7.0,33.0,85.0,31.0,0.5287508261731659,20.566979869162434,14.543050934011967,0.9129676227961364,0.9212893695378237,0.027370058412980385,36.536275696282225,0.8531557377049193,0.856666666666667,197.64614569892305,204.1293655006612,0.9032647327654965,141.0218222167427,1278.327207245502,lev-tolstoi
voina-i-mir. Text/chapter23.xhtml,69.0,2225.0,1064.0,917.0,293.0,1698.0,640.0,1351.0,13984.0,10402.0,2238.0,4475.0,737.0,13.892747109591273,44.03942924605113,7.270960381045434,18.26873458435224,7.270960381045434,73.45985995766162,1953.0,157.0,368.0,412.0,1019.0,217.0,236.0,107.0,27.0,9.0,21.0,83.0,132.0,57.0,0.47820224719101123,22.55675488653534,15.95003434183193,0.904285389880333,0.9167245891760784,0.028594315374250303,34.97198610673918,0.883943014705881,0.8831818181818182,219.05972897352132,220.44693715187458,0.9250847108890267,216.2573201643213,1109.519980154902,lev-tolstoi
voina-i-mir. Text/chapter24.xhtml,76.0,1762.0,830.0,639.0,212.0,1148.0,430.0,930.0,10534.0,7263.0,1710.0,3057.0,442.0,7.435473146543998,72.42441394348529,1.267018952745083,14.816245291203856,1.267018952745083,59.449817790787975,1642.0,121.0,274.0,329.0,691.0,168.0,207.0,35.0,4.0,8.0,11.0,14.0,102.0,4.0,0.47105561861521,19.773117191040576,13.981705250981088,0.8992830508134844,0.9098393380774266,0.031027962413760487,32.22899353379754,0.8782136602451909,0.8845714285714286,236.47597693786037,238.72994020114163,0.9257826837999378,226.42162872154117,958.7846620580441,lev-tolstoi
voina-i-mir. Text/chapter25.xhtml,57.0,1427.0,794.0,638.0,270.0,1071.0,370.0,971.0,9429.0,7611.0,1419.0,3223.0,340.0,12.164859415532522,38.54846094739301,9.37047104709918,19.29214125298949,9.37047104709918,69.74426781740617,1335.0,136.0,310.0,346.0,733.0,176.0,201.0,35.0,4.0,13.0,20.0,2.0,86.0,4.0,0.5564120532585844,21.018828946621074,14.86255648075586,0.9192868578042926,0.9267438791578594,0.025587284044133102,39.08191265142459,0.8923512336719905,0.8935714285714286,294.46170145300925,280.15870368032324,0.9174227314453999,185.6323663565043,1339.3650452689997,lev-tolstoi
voina-i-mir. Text/chapter26.xhtml,84.0,1862.0,836.0,644.0,190.0,1095.0,418.0,867.0,10907.0,6677.0,1795.0,2835.0,486.0,5.386328320802004,86.51269423558898,-2.374333780880775,13.346768314859352,-2.374333780880775,56.7531328320802,1676.0,70.0,326.0,267.0,702.0,142.0,163.0,65.0,17.0,4.0,11.0,45.0,98.0,43.0,0.4489795918367347,19.37387258075964,13.699396679699259,0.8936466175339999,0.9050925010788685,0.03252417231385004,30.746362746767318,0.8787644787644904,0.8827027027027028,226.37258877685224,201.41648680860726,0.9249274783637034,225.04104429146642,908.2069799586347,lev-tolstoi
voina-i-mir. Text/chapter27.xhtml,201.0,5172.0,2199.0,1908.0,516.0,2302.0,885.0,1933.0,30281.0,15312.0,4909.0,6549.0,945.0,5.261919693874017,97.28315164317623,-5.289272362087473,14.215625832411382,-5.289272362087473,62.62229455968418,4816.0,315.0,523.0,598.0,1501.0,385.0,259.0,129.0,33.0,10.0,27.0,139.0,164.0,53.0,0.4251740139211137,30.577077306579337,21.62125871234754,0.8999818412957368,0.9196804226314584,0.026932513656743474,37.12984286372453,0.8566113605309738,0.8520388349514565,172.9643057949774,222.26059320767683,0.9402439112511702,287.59287695980385,1403.150356897281,lev-tolstoi
voina-i-mir. Text/chapter28.xhtml,112.0,1876.0,907.0,716.0,249.0,1198.0,442.0,1005.0,11473.0,7805.0,1829.0,3311.0,576.0,4.501455223880594,78.98798507462686,-0.29722201492537437,13.232555437286917,-0.29722201492537437,54.916311300639656,1725.0,85.0,309.0,378.0,760.0,182.0,196.0,57.0,15.0,12.0,13.0,29.0,102.0,20.0,0.48347547974413646,20.94068432807132,14.80729989106609,0.9035737562875737,0.9144886082116962,0.02945902372405389,33.945456216306304,0.8580952380952448,0.8583783783783783,190.42585034013604,186.10979631904428,0.9275910736687673,217.55937654626422,1009.8034627472933,lev-tolstoi
voina-i-mir. Text/chapter29.xhtml,63.0,1405.0,774.0,580.0,222.0,966.0,386.0,802.0,8829.0,6434.0,1391.0,2731.0,400.0,8.527315144325819,61.022224764164264,3.8823852736824236,16.646448271786806,3.8823852736824236,63.58272609162289,1276.0,85.0,171.0,394.0,633.0,164.0,166.0,45.0,5.0,10.0,12.0,25.0,83.0,21.0,0.5508896797153024,20.649179453422455,14.601174817452947,0.91773761439063,0.9251361214302706,0.026134321682266193,38.26385900341021,0.8766814159292092,0.8699999999999999,226.53334706911664,217.80364666763143,0.9262952274848008,219.13130415463232,1206.0898390904015,lev-tolstoi
voina-i-mir. Text/chapter30.xhtml,153.0,2868.0,1227.0,1089.0,297.0,2198.0,806.0,1689.0,17341.0,12586.0,2857.0,5355.0,880.0,6.225328164738702,70.2503683649192,1.689534170153422,12.368035557669089,1.689534170153422,56.71580933628681,2459.0,164.0,427.0,635.0,1427.0,204.0,302.0,114.0,40.0,11.0,16.0,113.0,214.0,82.0,0.42782426778242677,22.91157734790509,16.200931710383784,0.8933546945442605,0.9090968643349695,0.030843923138650902,32.421297235917685,0.8632139056403222,0.8691228070175442,192.60944556786927,180.26280325533264,0.9157683824207201,187.9011882998172,1047.5184230527902,lev-tolstoi
voina-i-mir. Text/chapter32.xhtml,60.0,1286.0,712.0,627.0,258.0,935.0,324.0,869.0,8799.0,7110.0,1286.0,2997.0,380.0,10.924852773457747,38.90969155002591,9.582158864696737,18.383406666520003,9.582158864696737,70.18916537065837,1213.0,129.0,124.0,407.0,593.0,200.0,164.0,38.0,10.0,17.0,15.0,9.0,45.0,19.0,0.5536547433903577,19.854525360580514,14.039269519706762,0.9174200463890283,0.9240202141485573,0.02655952190430206,37.65128015493464,0.8637025060630539,0.8615999999999999,173.16730819700814,194.52725841600045,0.9167663273543887,191.70649651972158,1392.3141947388688,lev-tolstoi
voina-i-mir. Text/chapter33.xhtml,96.0,1976.0,1010.0,912.0,330.0,1531.0,540.0,1321.0,13277.0,10618.0,1975.0,4430.0,658.0,9.861724021592444,45.338306342780044,8.371620951417007,16.44193780490885,8.371620951417007,66.73717948717949,1815.0,147.0,226.0,629.0,992.0,212.0,262.0,96.0,21.0,21.0,15.0,39.0,96.0,26.0,0.5111336032388664,22.721024168625302,16.06619026513839,0.9115641964262667,0.9223631001735414,0.02683298561981127,37.267563668415725,0.8754021795537219,0.8733333333333334,235.51751971967957,227.79360113221117,0.921504233750292,198.62581433224756,1353.1482966073681,lev-tolstoi
voina-i-mir. Text/chapter34.xhtml,56.0,2235.0,1141.0,1044.0,372.0,1424.0,503.0,1293.0,15078.0,10499.0,2232.0,4410.0,591.0,17.370276845637587,36.36449424736337,9.561550435442633,22.836960557050418,9.561550435442633,86.62212368168744,2053.0,194.0,191.0,574.0,949.0,236.0,222.0,82.0,15.0,17.0,22.0,49.0,102.0,31.0,0.5105145413870246,24.134976522105735,17.06600556255908,0.9128194422065448,0.924535607709591,0.026029660748765556,38.41771161183591,0.8842726440988304,0.8872727272727274,271.4959982888283,270.736048866588,0.940554875741263,279.6253360215054,1055.6700715030215,lev-tolstoi
voina-i-mir. Text/chapter35.xhtml,117.0,2431.0,1110.0,1050.0,261.0,1935.0,731.0,1465.0,15067.0,11482.0,2390.0,4766.0,902.0,7.902834681658209,61.99723319164494,4.355143219525573,13.254934974936747,4.355143219525573,63.969879793409206,2199.0,119.0,280.0,761.0,1186.0,256.0,350.0,107.0,26.0,11.0,24.0,64.0,120.0,48.0,0.4566022213081037,22.512851122236718,15.918989692376762,0.8994437082699465,0.9131026197185025,0.029699550607137793,33.67054314147321,0.8601427371956336,0.8570833333333331,177.1326134766663,171.56523311444522,0.9123171709830048,181.05093784479587,1232.2037063331486,lev-tolstoi
voina-i-mir. Text/chapter36.xhtml,50.0,882.0,444.0,350.0,107.0,727.0,334.0,500.0,5508.0,4256.0,879.0,1764.0,352.0,6.653600000000001,63.70300000000002,4.115004126984125,12.983492954341454,4.115004126984125,57.322539682539684,742.0,36.0,48.0,243.0,374.0,117.0,73.0,49.0,18.0,2.0,4.0,57.0,35.0,48.0,0.5034013605442177,14.95025765937272,10.571428571428571,0.8987985760493657,0.9012316099388172,0.03435834436037795,29.105011275025237,0.8225930372148847,0.823529411764706,121.65162859701363,101.04279027850455,0.8949192515514003,157.35965978128797,1098.9815561332166,lev-tolstoi
voina-i-mir. Text/chapter37.xhtml,25.0,685.0,452.0,343.0,131.0,526.0,193.0,464.0,4704.0,3764.0,699.0,1595.0,236.0,13.833810218978101,31.274124087591247,11.043714598540141,20.288326017731805,11.043714598540141,77.47299270072992,649.0,61.0,82.0,214.0,314.0,118.0,97.0,23.0,9.0,10.0,5.0,6.0,24.0,6.0,0.6598540145985401,17.270032269759664,12.211756929257563,0.9363286888576073,0.936880345037555,0.022453546865264077,44.53639355958558,0.8784276729559717,0.8784615384615386,368.05652126180195,241.10888400995822,0.9139586202899637,149.0267175572519,1507.920162723031,lev-tolstoi
voina-i-mir. Text/chapter38.xhtml,47.0,1316.0,763.0,598.0,194.0,1036.0,345.0,885.0,8647.0,6858.0,1302.0,2886.0,464.0,13.138966565349545,38.6351519756839,9.436401215805475,18.012255935652192,9.436401215805475,73.44072948328267,1223.0,62.0,188.0,378.0,583.0,209.0,181.0,68.0,9.0,23.0,17.0,4.0,67.0,22.0,0.5797872340425532,21.032775840921904,14.872418424292468,0.9241064665015809,0.9306185181692851,0.024330653268715127,41.10041719618854,0.8821941594317296,0.8776923076923075,247.13520775580633,241.4139992884385,0.9232056276326314,202.4496958352831,1408.2794340349496,lev-tolstoi
voina-i-mir. Text/chapter39.xhtml,114.0,2529.0,1202.0,1171.0,365.0,2039.0,747.0,1657.0,16422.0,13094.0,2525.0,5503.0,775.0,10.164762960188135,47.22039780649726,7.5940747695157285,15.86987147019006,7.5940747695157285,68.48709704272544,2320.0,195.0,266.0,740.0,1158.0,345.0,300.0,93.0,38.0,18.0,17.0,38.0,148.0,23.0,0.4752866745749308,23.901769449960536,16.901103260424552,0.9050692861167943,0.9185527282500817,0.02789660340014418,35.84665794814402,0.8707016129032389,0.8716000000000002,243.2103448275862,209.27459972394757,0.9195814183440877,182.3430494552507,1192.5202603125292,lev-tolstoi
voina-i-mir. Text/chapter40.xhtml,64.0,1377.0,815.0,711.0,300.0,1008.0,347.0,961.0,9566.0,7796.0,1379.0,3299.0,352.0,11.441908247095135,34.87783201706608,10.436643342637986,19.19165941082434,10.436643342637986,73.14961192810458,1284.0,159.0,181.0,411.0,698.0,202.0,184.0,36.0,11.0,23.0,31.0,7.0,77.0,9.0,0.5918663761801016,21.96294826717904,15.530149654571634,0.9274351305722912,0.9341432544248797,0.023117679699168607,43.25693637999334,0.8861295180722935,0.8859259259259261,291.473516301322,284.9117910380588,0.9240583359600117,197.16462018730488,1504.8418595937603,lev-tolstoi
voina-i-mir. Text/chapter41.xhtml,64.0,1959.0,998.0,777.0,253.0,1330.0,517.0,1066.0,12223.0,8583.0,1925.0,3628.0,544.0,11.927940355410922,55.73969866641143,4.972974097913479,17.62839494237173,4.972974097913479,70.27246841500767,1753.0,154.0,177.0,423.0,761.0,236.0,143.0,99.0,17.0,3.0,23.0,58.0,113.0,35.0,0.50944359367024,22.548275022335954,15.944038172353004,0.9110264790960911,0.9217936491671688,0.027026910754967295,37.00015917713456,0.8736230366492185,0.8774358974358974,269.95084747015795,239.60036811320325,0.9319864013625085,241.149377593361,1136.8340370666945,lev-tolstoi
voina-i-mir. Text/chapter42.xhtml,37.0,973.0,526.0,401.0,120.0,541.0,186.0,475.0,6027.0,3740.0,941.0,1579.0,282.0,8.142232715757896,75.11726993694622,0.3984679453348505,15.972039798698889,0.3984679453348505,67.51004138773922,892.0,55.0,72.0,214.0,344.0,95.0,69.0,41.0,6.0,4.0,3.0,23.0,38.0,20.0,0.5405960945529291,16.862785823666286,11.923790205610812,0.9106034107833013,0.9144489177381696,0.029917407405762594,33.42535622947673,0.8723809523809514,0.8799999999999999,239.48541666666665,189.65645935112488,0.9297931145247748,247.45054945054946,903.3030770006626,lev-tolstoi
voina-i-mir. Text/chapter43.xhtml,101.0,1915.0,909.0,758.0,240.0,1224.0,460.0,1004.0,11702.0,8042.0,1848.0,3370.0,558.0,5.547069255228397,76.42303867331904,0.5671221596049953,13.678682625221336,0.5671221596049953,58.54264147041336,1701.0,138.0,168.0,451.0,757.0,221.0,149.0,93.0,27.0,2.0,24.0,38.0,136.0,40.0,0.47467362924281986,20.772056445660915,14.688061971916568,0.9014051631891313,0.912662974315399,0.030039538936141003,33.28945900687196,0.8663236870310855,0.8673684210526316,184.63142601370436,206.0307188686453,0.9264206952508325,225.69642857142858,984.6506334913925,lev-tolstoi
voina-i-mir. Text/chapter44.xhtml,76.0,1722.0,923.0,785.0,274.0,1262.0,421.0,1115.0,11461.0,8876.0,1716.0,3716.0,558.0,10.265446237545081,47.686589339201674,7.582531343602909,16.837167718230493,7.582531343602909,68.24442203068648,1570.0,134.0,206.0,526.0,853.0,217.0,219.0,53.0,17.0,20.0,18.0,38.0,90.0,24.0,0.5360046457607434,22.242578268653258,15.727877924837255,0.9163075797499306,0.9255730270086072,0.02586265852209054,38.665785234176596,0.8785774058577431,0.8758823529411764,233.85004936923235,216.58004895960832,0.9266812069173096,222.38946420531292,1244.5244144956573,lev-tolstoi
