,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,,masc,femn,neut,plur,sing,pres,actv,3per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author,1per,2per,futr,past,pssv
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter6.xhtml,10.0,455.0,329.0,205.0,80.0,348.0,124.0,304.0,2944.0,2356.0,443.0,1029.0,130.0,22.21423076923077,11.76653846153846,14.137167582417582,25.05655913955377,14.137167582417582,90.55494505494505,397.0,92.0,65.0,38.0,70.0,207.0,35.0,4.0,29.0,0.7230769230769231,15.423757897876499,10.906243800968042,0.9470222366675188,0.9443188256125342,0.019931352965269225,50.17220866754603,0.898177339901475,0.9066666666666667,423.7740685789647,407.2234848484849,0.932673549974074,247.0933014354067,1714.6779401964507,maksim-gorkii,28.0,1.0,4.0,25.0,4.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter7.xhtml,34.0,837.0,504.0,347.0,146.0,651.0,266.0,531.0,5373.0,4282.0,841.0,1854.0,245.0,11.642539531941807,41.70732764073372,7.890721923536439,18.370862425115256,7.890721923536439,66.07523367770047,705.0,144.0,114.0,96.0,121.0,381.0,56.0,7.0,62.0,0.6021505376344086,17.420788471471145,12.318357661793677,0.9246268851748434,0.9269335380300601,0.025788640058210514,38.77676363479364,0.8795685279187812,0.8837499999999998,242.68116608056266,277.5706841030851,0.915355702502737,185.5068928950159,1269.8738196798304,maksim-gorkii,56.0,14.0,13.0,41.0,4.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter8.xhtml,17.0,759.0,511.0,359.0,149.0,575.0,201.0,523.0,5170.0,4196.0,754.0,1813.0,211.0,22.7243447260327,5.234798496473701,16.09082542819499,26.22445319390646,16.09082542819499,91.94613655738976,694.0,144.0,141.0,60.0,168.0,302.0,49.0,12.0,43.0,0.6732542819499341,18.54812492076804,13.115504909770273,0.9403449817307967,0.9418565394206674,0.020711809254504773,48.281634294333905,0.8960563380281678,0.9026666666666668,396.0417932164451,398.8875175070028,0.9264409463132943,201.44327731092437,1653.7118511040337,maksim-gorkii,20.0,2.0,3.0,60.0,17.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter9.xhtml,10.0,294.0,231.0,134.0,63.0,218.0,62.0,219.0,2029.0,1647.0,299.0,716.0,79.0,15.594231292517005,22.2490136054422,12.275475510204082,22.241119845559847,12.275475510204082,74.97823129251701,265.0,66.0,66.0,26.0,51.0,146.0,17.0,1.0,28.0,0.7857142857142857,13.472193585307478,9.526279441628825,0.9575686333808928,0.952013793499512,0.017190192845357038,58.17270399442282,0.9259591836734693,0.9119999999999999,384.16,1.0,0.9453397229829414,316.6985294117647,1677.0242156623772,maksim-gorkii,1.0,,2.0,22.0,3.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter10.xhtml,5.0,150.0,123.0,73.0,37.0,105.0,36.0,106.0,1036.0,848.0,152.0,372.0,35.0,16.214000000000002,18.787000000000006,12.764866666666663,24.100538455510723,12.764866666666663,78.66666666666666,140.0,24.0,32.0,18.0,47.0,56.0,6.0,,9.0,0.82,10.04290794541103,7.1014083110323964,0.9603940564268045,0.9480256846429597,0.018200497524346743,54.94355298047779,0.898217821782179,0.8933333333333334,233.3333333333333,1.0,0.9167464950558412,174.609375,1784.3948324256587,maksim-gorkii,1.0,,,12.0,3.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter11.xhtml,7.0,376.0,294.0,176.0,79.0,276.0,91.0,264.0,2639.0,2151.0,371.0,896.0,115.0,27.12574468085106,-6.210592705167187,19.838718844984804,29.751163998354393,19.838718844984804,100.52279635258358,334.0,74.0,93.0,26.0,101.0,172.0,26.0,6.0,36.0,0.7819148936170213,15.161892320004261,10.72107687509525,0.9585115646122876,0.95520388604799,0.016110838465408273,62.07001591798645,0.9136391437308856,0.9142857142857144,482.7473170731708,10.0,0.9480887649943548,327.90697674418607,1992.3821747598213,maksim-gorkii,6.0,,9.0,18.0,8.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter12.xhtml,3.0,260.0,198.0,145.0,67.0,178.0,72.0,173.0,1855.0,1530.0,256.0,653.0,64.0,44.21089743589742,-56.77512820512821,30.10769230769231,41.8316626444345,30.10769230769231,142.43589743589743,240.0,52.0,38.0,23.0,37.0,113.0,15.0,,13.0,0.7615384615384615,12.279438724331637,8.68287439113959,0.9510105741710585,0.9430296395136885,0.02028570040746199,49.29580837308211,0.8776303317535534,0.884,305.2903225806451,1.0,0.9181401515941493,186.02209944751382,1707.7311532079352,maksim-gorkii,7.0,,1.0,14.0,7.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter13.xhtml,9.0,374.0,257.0,162.0,59.0,286.0,107.0,238.0,2388.0,1888.0,375.0,805.0,116.0,19.484789067142007,23.453152109328585,12.217616755793223,22.686730231099094,12.217616755793223,84.87106357694593,343.0,86.0,53.0,33.0,49.0,167.0,23.0,3.0,24.0,0.6871657754010695,13.289153632871992,9.39685065003363,0.9366705751154351,0.9307703005958332,0.024614296659966128,40.62679563078672,0.8734153846153851,0.8771428571428571,256.9674701918092,132.5475703324808,0.9118990519792507,180.23514211886305,1322.456003531047,maksim-gorkii,6.0,1.0,1.0,27.0,7.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter14.xhtml,8.0,305.0,239.0,155.0,79.0,209.0,76.0,212.0,2170.0,1775.0,301.0,750.0,91.0,20.042069672131145,9.485614754098378,16.08521004098361,27.83289491755674,16.08521004098361,88.94467213114754,268.0,61.0,50.0,30.0,73.0,121.0,31.0,2.0,30.0,0.7836065573770492,13.685100190101451,9.676827145638047,0.9573715150154766,0.9521272612973398,0.017159154587286857,58.27792942321853,0.9113281250000002,0.9133333333333334,394.65151515151524,1.0,0.9436869925397842,307.0198675496689,1696.4218902968055,maksim-gorkii,5.0,2.0,2.0,11.0,3.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter15.xhtml,20.0,680.0,440.0,309.0,146.0,500.0,200.0,446.0,4551.0,3679.0,672.0,1584.0,198.0,17.07470588235294,22.63735294117646,12.36544117647059,23.937482077439643,12.36544117647059,79.44117647058823,597.0,128.0,101.0,42.0,159.0,250.0,63.0,6.0,65.0,0.6470588235294118,16.87322975464215,11.93117518002609,0.9332548486001336,0.933654024332875,0.023563968713551816,42.43767304889064,0.8690966719492869,0.8753846153846153,240.43155642554743,210.65070564516128,0.9122713056539434,168.02037845705968,1416.2544563531185,maksim-gorkii,14.0,4.0,10.0,29.0,5.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter16.xhtml,15.0,455.0,326.0,210.0,98.0,341.0,123.0,316.0,3143.0,2495.0,455.0,1062.0,190.0,15.31201465201465,27.124304029304028,11.795313186813182,22.648330321803275,11.795313186813182,76.48717948717949,399.0,79.0,62.0,52.0,78.0,200.0,42.0,2.0,52.0,0.7164835164835165,15.28311572859495,10.806794769348272,0.9455255170194997,0.9427008492601507,0.020494450493707787,48.79369663055959,0.9055172413793078,0.9066666666666667,377.53232758620686,384.77631578947364,0.9357598498906335,259.5100502512563,1444.1861921836976,maksim-gorkii,4.0,,7.0,18.0,5.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter17.xhtml,42.0,769.0,501.0,349.0,122.0,621.0,247.0,496.0,5006.0,3949.0,785.0,1694.0,260.0,8.46255093194625,50.64068146634466,6.24242741036597,15.118298478846876,6.24242741036597,63.69313889404917,666.0,153.0,90.0,59.0,100.0,332.0,56.0,,74.0,0.6514954486345904,18.066522071664203,12.77496026933019,0.9355185850145471,0.9371094752949816,0.02234340291231742,44.75593999375638,0.9104444444444443,0.9106666666666665,389.3014944370636,378.3928798185941,0.9195101031358521,196.0796812749004,1681.2198793494383,maksim-gorkii,14.0,15.0,16.0,36.0,7.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter18.xhtml,12.0,554.0,390.0,273.0,98.0,422.0,147.0,373.0,3762.0,3031.0,551.0,1273.0,162.0,22.805854392298432,8.718513838748493,16.158955776173286,25.315701388773412,16.158955776173286,95.44464500601684,505.0,118.0,66.0,56.0,113.0,219.0,34.0,1.0,38.0,0.703971119133574,16.56951225782141,11.716414478459138,0.944434257292676,0.9433540966419179,0.020253524671826416,49.37412209495792,0.9005148514851481,0.9072727272727271,360.5550753970425,391.75465961665566,0.9335813561079038,236.39043209876544,1465.7106962247776,maksim-gorkii,9.0,2.0,6.0,28.0,6.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter19.xhtml,18.0,735.0,443.0,300.0,111.0,600.0,238.0,473.0,4732.0,3724.0,743.0,1608.0,258.0,19.38894557823129,22.267585034013592,12.13108333333333,22.0050373870478,12.13108333333333,81.64965986394557,613.0,129.0,88.0,57.0,134.0,297.0,54.0,1.0,69.0,0.6027210884353742,16.340301165427483,11.554337760704218,0.92328626308227,0.9242026441683591,0.026764147429210895,37.36341696087734,0.8806705539358556,0.8828571428571428,213.13584841869402,185.69951282286974,0.9156384605052299,191.44428672817602,1350.8141395896794,maksim-gorkii,42.0,11.0,17.0,29.0,9.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter20.xhtml,14.0,964.0,598.0,459.0,209.0,701.0,218.0,692.0,6664.0,5460.0,972.0,2374.0,230.0,35.12738589211618,-30.684887374036734,23.73044516893895,34.21001630979872,23.73044516893895,116.47125074096029,870.0,244.0,136.0,136.0,139.0,482.0,59.0,11.0,91.0,0.6203319502074689,19.26028312938484,13.61907680836088,0.9305058657808186,0.9341191575597748,0.023288317771170613,42.93998432286652,0.8951475409836079,0.8957894736842104,345.40160126438957,336.6219023671204,0.9146386118247846,173.19626865671643,1579.184129445923,maksim-gorkii,2.0,1.0,1.0,46.0,22.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter21.xhtml,17.0,456.0,312.0,224.0,101.0,331.0,103.0,329.0,3153.0,2590.0,459.0,1110.0,101.0,14.32326625386997,25.668359133126927,12.039701754385966,21.599895591394404,12.039701754385966,75.94633642930857,415.0,70.0,91.0,64.0,77.0,215.0,21.0,1.0,27.0,0.6842105263157895,14.610738660674427,10.331352385107342,0.9380171388498529,0.934569337661991,0.023310899097122587,42.89838825321999,0.8884029484029463,0.8911111111111111,281.6044465573809,280.2347122302158,0.9200903973598216,191.04972375690608,1316.8206839861969,maksim-gorkii,12.0,2.0,5.0,7.0,4.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter22.xhtml,18.0,620.0,433.0,294.0,138.0,460.0,170.0,428.0,4285.0,3509.0,624.0,1498.0,148.0,17.925519713261654,16.84786738351255,14.051247311827957,24.53004629625252,14.051247311827957,81.86379928315412,564.0,73.0,109.0,82.0,125.0,251.0,43.0,2.0,32.0,0.6983870967741935,17.3896984707391,12.296373711448952,0.9441683651576468,0.944054083459309,0.0199941988985024,50.01450696156183,0.8932049036777554,0.8999999999999999,344.45024854663416,336.59803778311243,0.9295674825265151,222.86875725900117,1727.2937165039193,maksim-gorkii,24.0,,1.0,24.0,11.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter23.xhtml,8.0,329.0,234.0,154.0,59.0,258.0,94.0,223.0,2209.0,1801.0,326.0,751.0,75.0,20.224775835866264,16.183746200607914,14.763829977203649,24.05987817545104,14.763829977203649,87.93351063829788,285.0,88.0,37.0,22.0,71.0,139.0,17.0,,24.0,0.7112462006079028,12.900837606227327,9.122269754349771,0.9412123463810077,0.9343694989717523,0.02335442134911689,42.818444741205866,0.8997857142857153,0.8933333333333332,297.36538461538464,295.69884910485933,0.9293344048588499,250.9581395348837,1280.486608957161,maksim-gorkii,20.0,,7.0,11.0,1.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter24.xhtml,23.0,865.0,595.0,468.0,226.0,576.0,190.0,612.0,6282.0,5161.0,854.0,2174.0,255.0,20.1853128926866,6.894678311133447,16.85936629806484,27.764002111630834,16.85936629806484,91.71274189494848,801.0,158.0,149.0,120.0,162.0,385.0,44.0,7.0,52.0,0.6878612716763006,20.230606927311868,14.305199345821764,0.9446720290967245,0.9471711707400512,0.01883815712234334,53.083748771472536,0.9065931372549053,0.9058823529411766,477.3336236473391,638.8559150657229,0.931763469305972,218.2710280373832,1765.1763474157221,maksim-gorkii,12.0,,12.0,43.0,5.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter25.xhtml,18.0,1289.0,778.0,625.0,277.0,943.0,357.0,863.0,8859.0,7200.0,1305.0,3025.0,347.0,35.63094172916128,-27.300949487113186,24.013557473493663,34.732674188835105,24.013557473493663,120.09831049047497,1176.0,225.0,227.0,130.0,254.0,540.0,57.0,2.0,56.0,0.6035686578743211,21.669711946083222,15.322800263434583,0.9294998425561162,0.9355703001034632,0.022667017543986208,44.116964133435815,0.896306451612907,0.8935999999999998,382.55199244904577,352.08121529449056,0.9265211902476298,209.89026548672567,1561.1463030328694,maksim-gorkii,50.0,7.0,12.0,56.0,11.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter26.xhtml,17.0,612.0,427.0,314.0,134.0,453.0,150.0,437.0,4279.0,3451.0,622.0,1492.0,202.0,18.846732026143787,13.516699346405233,14.35744444444444,24.87200636532027,14.35744444444444,87.30718954248366,546.0,89.0,112.0,82.0,103.0,273.0,54.0,4.0,52.0,0.6977124183006536,17.260451981752365,12.20498264264188,0.9439047394474167,0.9436712359320119,0.020129265964236854,49.6789103873273,0.9102309058614549,0.9033333333333333,421.458100671006,417.99573268921097,0.9383910991517124,261.1256983240223,1487.4285715701935,maksim-gorkii,13.0,1.0,7.0,25.0,5.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter27.xhtml,18.0,640.0,452.0,318.0,129.0,483.0,168.0,444.0,4372.0,3559.0,629.0,1520.0,179.0,18.169722222222223,17.875277777777768,13.74480208333334,23.718326232893332,13.74480208333334,85.24305555555556,565.0,97.0,129.0,76.0,138.0,270.0,51.0,2.0,60.0,0.70625,17.866868779951343,12.63378407287381,0.9461753912533009,0.9463791133571592,0.01918074009710975,52.135631625115714,0.9085279187817235,0.91,455.8605819634839,543.1435940625329,0.9343437802369401,234.7646383467279,1786.4695045643905,maksim-gorkii,14.0,1.0,8.0,25.0,13.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter28.xhtml,20.0,966.0,638.0,548.0,280.0,642.0,219.0,703.0,7290.0,6101.0,948.0,2583.0,232.0,26.596565217391305,-16.657173913043493,22.044651035196694,33.130568314344295,22.044651035196694,105.0287784679089,878.0,197.0,210.0,103.0,186.0,474.0,50.0,7.0,64.0,0.660455486542443,20.5273135216004,14.515002590665953,0.9396456186883174,0.943075231515727,0.020219378157902018,49.4575051809487,0.8958778625954249,0.8978947368421055,492.0189744264778,480.68672757499377,0.932902798384499,213.90316659017898,1535.818876333133,maksim-gorkii,17.0,7.0,10.0,32.0,12.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter29.xhtml,19.0,615.0,414.0,289.0,124.0,461.0,155.0,430.0,4168.0,3342.0,623.0,1427.0,195.0,16.208900299529308,25.304507916131797,12.057098202824129,22.636190471170654,12.057098202824129,79.36029097133077,543.0,134.0,86.0,43.0,120.0,250.0,37.0,3.0,40.0,0.6731707317073171,16.694091257892094,11.804505134202563,0.9383712903879061,0.9379805000922148,0.022098052818316543,45.252855906431904,0.8961484098939909,0.8949999999999999,265.8382422243167,345.88739837398373,0.9194140363134043,185.6489675516224,1649.4204256157466,maksim-gorkii,29.0,3.0,5.0,21.0,2.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter30.xhtml,10.0,760.0,513.0,391.0,187.0,553.0,199.0,541.0,5491.0,4538.0,765.0,1934.0,185.0,39.22657894736841,-44.90368421052632,27.656789473684206,38.28224032148783,27.656789473684206,127.44736842105263,681.0,116.0,171.0,95.0,119.0,367.0,56.0,4.0,54.0,0.675,18.6084658153218,13.158172365492103,0.9407472154302661,0.9422716355101777,0.020568073105633498,48.61904150496746,0.9080450070323492,0.9066666666666667,429.2007060010086,462.52761227496956,0.9296585668299491,200.84958217270196,1448.8797772941627,maksim-gorkii,21.0,4.0,13.0,16.0,9.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter31.xhtml,24.0,899.0,580.0,427.0,167.0,705.0,263.0,609.0,6025.0,4879.0,913.0,2077.0,229.0,18.630100574712646,19.287442528735653,13.440966838153507,23.371772731362714,13.440966838153507,84.95555246570264,781.0,173.0,172.0,81.0,146.0,420.0,56.0,3.0,75.0,0.6451612903225806,19.344083032987033,13.67833228846077,0.93556290354189,0.9385022649467749,0.02181528058577411,45.83942874666057,0.8786588235294116,0.8799999999999999,329.48298602619127,276.6201613895812,0.9218995326562309,189.06370023419203,1663.2821565099737,maksim-gorkii,43.0,,12.0,39.0,11.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter32.xhtml,4.0,390.0,306.0,233.0,117.0,254.0,81.0,290.0,2893.0,2408.0,391.0,1046.0,89.0,50.76397435897435,-81.10628205128205,34.96023717948719,47.86584988264874,34.96023717948719,157.24358974358975,355.0,69.0,85.0,50.0,69.0,200.0,27.0,3.0,32.0,0.7846153846153846,15.4949123163801,10.956557572803323,0.9593436689076578,0.9564045109267548,0.015690975432295133,63.730900880884825,0.9220527859237531,0.9028571428571429,507.00000000000006,1.0,0.940270363580874,242.3482428115016,1933.8189506100216,maksim-gorkii,3.0,,8.0,10.0,5.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter33.xhtml,3.0,266.0,188.0,137.0,66.0,191.0,71.0,186.0,1880.0,1532.0,268.0,668.0,73.0,45.188997493734334,-59.35948621553884,29.884834586466177,41.51868698186621,29.884834586466177,140.17042606516293,239.0,30.0,55.0,38.0,48.0,122.0,13.0,4.0,12.0,0.706766917293233,11.527019582317358,8.150833713526728,0.9378428270103978,0.9275523163231071,0.025633075054318253,39.012096593207445,0.8871889400921654,0.9039999999999999,250.20427553444182,203.9267399267399,0.9131015719664586,187.47340425531914,1168.9173017606167,maksim-gorkii,14.0,1.0,4.0,15.0,2.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter34.xhtml,15.0,861.0,528.0,419.0,200.0,620.0,239.0,581.0,5948.0,4874.0,849.0,2091.0,220.0,29.264571428571426,-13.742142857142824,20.49768025551684,32.333329031147535,20.49768025551684,106.06434378629501,742.0,117.0,127.0,108.0,188.0,342.0,64.0,3.0,76.0,0.6132404181184669,17.99419186200232,12.723815087593628,0.9276425891349861,0.930242252648078,0.024653265135056706,40.562578405811635,0.8830788177339876,0.8858823529411765,255.37642045454547,247.00533076613598,0.9228098046677701,206.83240223463687,1291.401386639608,maksim-gorkii,41.0,2.0,11.0,19.0,6.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter35.xhtml,18.0,633.0,418.0,326.0,155.0,441.0,153.0,443.0,4475.0,3667.0,638.0,1569.0,163.0,18.735979462875196,12.150086887835698,15.088736571879942,25.994095881550994,15.088736571879942,86.66745655608214,585.0,94.0,109.0,73.0,151.0,232.0,41.0,6.0,38.0,0.660347551342812,16.614008440508734,11.747878030974263,0.9356653139289218,0.935446940904272,0.02296516058753973,43.544219784057276,0.8839041095890399,0.8883333333333333,336.1429809492858,317.98976764803666,0.9191854015347477,178.75603217158178,1394.0318461753025,maksim-gorkii,10.0,,5.0,17.0,6.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter36.xhtml,6.0,273.0,218.0,144.0,76.0,186.0,52.0,210.0,2021.0,1674.0,269.0,718.0,67.0,24.9042673992674,-10.38020146520148,20.10824450549451,31.515896883239584,20.10824450549451,98.24725274725274,243.0,58.0,57.0,23.0,63.0,117.0,21.0,5.0,29.0,0.7985347985347986,13.193960212179894,9.3295387367379,0.959893419450119,0.9540297467599117,0.016463014322380766,60.74221770192732,0.930982142857143,0.944,379.42036363636373,1.0,0.9441704999259208,297.024,1770.27819018295,maksim-gorkii,1.0,,11.0,10.0,5.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter37.xhtml,1.0,461.0,304.0,230.0,106.0,335.0,124.0,317.0,3190.0,2638.0,452.0,1125.0,94.0,227.11453362255963,-539.1298590021693,134.0923655097614,91.07524924437176,134.0923655097614,510.89154013015184,413.0,106.0,82.0,40.0,85.0,219.0,27.0,4.0,44.0,0.6594360086767896,14.158691558111718,10.011706813469521,0.9321142474902874,0.9282446605532781,0.025485500966960936,39.23799658858528,0.8618932038834943,0.8600000000000001,211.33943421460873,177.47309382553286,0.911307768626825,167.50394944707742,1208.6045989827653,maksim-gorkii,4.0,,3.0,13.0,3.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter38.xhtml,7.0,453.0,321.0,217.0,93.0,336.0,117.0,312.0,3080.0,2503.0,456.0,1061.0,114.0,32.21779249448123,-18.057589088615558,21.701275465152953,32.275628665041474,21.701275465152953,112.61715547146011,405.0,123.0,70.0,32.0,81.0,209.0,33.0,3.0,48.0,0.7086092715231788,15.08189564209156,10.664510681670782,0.9436793528587927,0.9406578776253598,0.0212042789300963,47.16029266058417,0.9092079207920793,0.911111111111111,364.1287587117039,406.025641025641,0.9210351413766553,191.7191011235955,1705.215045692238,maksim-gorkii,,,6.0,14.0,4.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter39.xhtml,4.0,329.0,227.0,166.0,66.0,243.0,73.0,236.0,2244.0,1813.0,326.0,784.0,94.0,41.10824468085106,-43.307021276595734,26.52772074468085,35.96293638788118,26.52772074468085,132.70592705167172,294.0,69.0,48.0,31.0,56.0,145.0,17.0,2.0,22.0,0.6899696048632219,12.514915113733348,8.849381342894864,0.9359723886058648,0.9283219176112136,0.025436086021862554,39.31422464684585,0.8428571428571434,0.8466666666666667,185.85117314807297,155.247790820364,0.9010159280159687,155.49279538904898,1465.1370995760108,maksim-gorkii,13.0,,3.0,10.0,1.0
nesvoevremennye-mysli-zametki-o-revolyucii-i-kulture. Text/chapter40.xhtml,8.0,245.0,185.0,137.0,85.0,150.0,54.0,181.0,1849.0,1529.0,244.0,683.0,74.0,18.766862244897954,-0.5215816326530671,16.617822704081632,28.868635463879965,16.617822704081632,86.54336734693877,215.0,45.0,42.0,29.0,48.0,113.0,18.0,4.0,25.0,0.7551020408163265,11.819216452498887,8.357448101873574,0.9489385201138217,0.9398224879182633,0.021372093058051062,46.78998904242984,0.8765306122448999,0.875,280.1166666666666,1.0,0.9255908693126144,228.1679389312977,1578.556162883709,maksim-gorkii,5.0,,2.0,7.0,3.0
